"forecast_date";"ingredient_id";"ingredient_name";"category";"unit";"forecast_quantity_needed";"lower_bound_quantity";"upper_bound_quantity";"cumulative_forecast_quantity";"starting_inventory_quantity";"projected_inventory_end_of_day_no_order";"projected_expired_quantity_to_date";"projected_unfilled_demand_quantity";"is_synthetic"
"2026-08-06";"SAUC-006";"Creamy roasted sesame";"SAUC";"g";"3440.938";"2752.75";"4129.126";"17521.655";"17205";"0";"0";"316.655";"true"
"2026-08-06";"SAUC-007";"Yuzu kosho mayo";"SAUC";"g";"3556.691";"2845.353";"4268.029";"18116.526";"17784";"0";"0";"332.526";"true"
"2026-08-06";"SAUC-008";"Bao sauce";"SAUC";"g";"1146.881";"917.505";"1376.258";"5837.495";"5735";"0";"0";"102.495";"true"
"2026-08-06";"SAUC-009";"Warm cashew satay";"SAUC";"g";"983.041";"786.433";"1179.649";"5003.567";"4915";"0";"0";"88.567";"true"
"2026-08-06";"SAUC-010";"Assorted sauce";"SAUC";"g";"12990.061";"10392.049";"15588.074";"66188.976";"64951";"0";"0";"1237.976";"true"
"2026-08-06";"SEAS-001";"Aonori seasoning";"SEAS";"g";"333.57";"266.856";"400.284";"1698.58";"7005";"5306.42";"0";"0";"true"
"2026-08-06";"SEAS-002";"Furikake";"SEAS";"g";"132.286";"105.829";"158.743";"673.73";"2778";"2104.27";"0";"0";"true"
"2026-08-06";"SEAS-003";"Cinnamon";"SEAS";"dash";"23.143";"18.514";"27.772";"117.804";"486";"368.196";"0";"0";"true"
"2026-08-06";"SNCK-001";"Raw ball - Peanut Butter";"SNCK";"ea";"3.785";"3.028";"4.542";"19.262";"80";"60.738";"0";"0";"true"
"2026-08-06";"SNCK-002";"Raw ball - Choc Brownie";"SNCK";"ea";"3.679";"2.943";"4.415";"18.722";"77";"58.278";"0";"0";"true"
"2026-08-06";"SNCK-003";"Raw ball - Coconut Cacao";"SNCK";"ea";"3.714";"2.971";"4.457";"18.902";"78";"59.098";"0";"0";"true"
"2026-08-06";"SNCK-004";"Raw ball - Hazelnut";"SNCK";"ea";"3.679";"2.943";"4.415";"18.729";"77";"58.271";"0";"0";"true"
"2026-08-06";"SNCK-005";"Raw ball - Apricot Delight";"SNCK";"ea";"3.786";"3.029";"4.543";"19.27";"80";"60.73";"0";"0";"true"
"2026-08-07";"BASE-001";"Cooked jasmine rice";"BASE";"g";"139249.467";"111399.573";"167099.36";"848695.915";"696249";"0";"174062.25";"326509.165";"true"
"2026-08-07";"BASE-002";"Cooked brown rice";"BASE";"g";"6224.49";"4979.592";"7469.388";"37945.255";"31122";"0";"7780.5";"14603.755";"true"
"2026-08-07";"BASE-003";"Turmeric coconut rice";"BASE";"g";"13959.388";"11167.51";"16751.265";"85088.673";"69798";"0";"17449.5";"32740.173";"true"
"2026-08-07";"DRNK-001";"Coconut water 330ml";"DRNK";"ea";"24.393";"19.514";"29.272";"148.554";"122";"0";"0";"26.554";"true"
"2026-08-07";"DRNK-002";"Cold pressed juice - Watermelon Lime 300ml";"DRNK";"ea";"22.643";"18.114";"27.172";"137.902";"113";"0";"0";"24.902";"true"
"2026-08-07";"DRNK-003";"Cold pressed juice - Classic OJ 300ml";"DRNK";"ea";"22.822";"18.258";"27.386";"138.984";"114";"0";"0";"24.984";"true"
"2026-08-07";"DRNK-004";"Cold pressed juice - Pineapple Mint 300ml";"DRNK";"ea";"22.5";"18";"27";"137.016";"113";"0";"0";"24.016";"true"
"2026-08-07";"DRNK-005";"Dash sparkling water - Lime 330ml";"DRNK";"ea";"25";"20";"30";"152.276";"125";"0";"0";"27.276";"true"
"2026-08-07";"DRNK-006";"Dash sparkling water - Raspberry 330ml";"DRNK";"ea";"24.857";"19.886";"29.828";"151.384";"124";"0";"0";"27.384";"true"
"2026-08-07";"DRNK-007";"Dash sparkling water - Peach 330ml";"DRNK";"ea";"24.893";"19.914";"29.872";"151.614";"124";"0";"0";"27.614";"true"
"2026-08-07";"DRNK-008";"Kombucha - Ginger Lemon 330ml";"DRNK";"ea";"24.786";"19.829";"29.743";"150.955";"124";"0";"0";"26.955";"true"
"2026-08-07";"DRNK-009";"Kombucha - Lemon Lime Mint 330ml";"DRNK";"ea";"24.607";"19.686";"29.528";"149.877";"123";"0";"0";"26.877";"true"
"2026-08-07";"DRNK-010";"Kombucha - Peach 330ml";"DRNK";"ea";"25.036";"20.029";"30.043";"152.47";"125";"0";"0";"27.47";"true"
"2026-08-07";"DRNK-011";"Kombucha - Raspberry Lemonade 330ml";"DRNK";"ea";"24.892";"19.914";"29.87";"151.616";"124";"0";"0";"27.616";"true"
"2026-08-07";"DRNK-012";"Sodaly - Passionfruit 330ml";"DRNK";"ea";"25.108";"20.086";"30.13";"152.914";"126";"0";"0";"26.914";"true"
"2026-08-07";"DRNK-013";"Sodaly - Guava 330ml";"DRNK";"ea";"24.929";"19.943";"29.915";"151.813";"125";"0";"0";"26.813";"true"
"2026-08-07";"DRNK-014";"Sodaly - Raspberry 330ml";"DRNK";"ea";"25.322";"20.258";"30.386";"154.224";"127";"0";"0";"27.224";"true"
"2026-08-07";"DRNK-015";"Sparkling water 500ml";"DRNK";"ea";"37.929";"30.343";"45.515";"231";"190";"0";"0";"41";"true"
"2026-08-07";"DRNK-016";"Specialty soda - Gingerella 330ml";"DRNK";"ea";"24.643";"19.714";"29.572";"150.084";"123";"0";"0";"27.084";"true"
"2026-08-07";"DRNK-017";"Specialty soda - Karma Cola 330ml";"DRNK";"ea";"24.929";"19.943";"29.915";"151.821";"125";"0";"0";"26.821";"true"
"2026-08-07";"DRNK-018";"Specialty soda - Lemmy 330ml";"DRNK";"ea";"24.678";"19.742";"29.614";"150.304";"123";"0";"0";"27.304";"true"
"2026-08-07";"DRNK-019";"Still water 600ml";"DRNK";"ea";"45.107";"36.086";"54.128";"274.718";"226";"0";"0";"48.718";"true"
"2026-08-07";"GARN-001";"Edamame";"GARN";"cup";"85.806";"68.645";"102.968";"523.018";"429.032";"0";"64.355";"158.341";"true"
"2026-08-07";"GARN-002";"Pickled ginger";"GARN";"g";"3016.051";"2412.841";"3619.261";"18383.827";"15080";"0";"2262";"5565.827";"true"
"2026-08-07";"GARN-003";"Crispy shallots";"GARN";"spoon";"161.955";"129.564";"194.346";"987.199";"3401";"2413.801";"0";"0";"true"
"2026-08-07";"GARN-004";"Nori strips";"GARN";"g";"386.146";"308.917";"463.375";"2353.778";"8109";"5755.222";"0";"0";"true"
"2026-08-07";"GARN-005";"Nori sheet";"GARN";"ea";"34";"27.2";"40.8";"207.24";"714";"506.76";"0";"0";"true"
"2026-08-07";"GARN-006";"63-degree egg";"GARN";"ea";"38.534";"30.827";"46.24";"234.865";"193";"0";"29";"70.865";"true"
"2026-08-07";"GARN-007";"Half-boiled egg";"GARN";"ea";"67.707";"54.166";"81.249";"412.365";"339";"0";"50.75";"124.115";"true"
"2026-08-07";"GARN-008";"Tamagoyaki";"GARN";"ea";"72.864";"58.291";"87.437";"444.084";"364";"0";"54.5";"134.584";"true"
"2026-08-07";"GARN-009";"Lemon wedge";"GARN";"ea";"70.678";"56.542";"84.814";"430.761";"353";"0";"53";"130.761";"true"
"2026-08-07";"GARN-010";"Avocado";"GARN";"g";"3980.853";"3184.683";"4777.024";"24264.533";"19905";"0";"2985.75";"7345.283";"true"
"2026-08-07";"GARN-011";"Pineapple";"GARN";"g";"1400.85";"1120.68";"1681.02";"8538.525";"7004";"0";"1050.5";"2585.025";"true"
"2026-08-07";"GARN-012";"Cucumber slice";"GARN";"slice";"202.331";"161.864";"242.797";"1232.24";"1012";"0";"151.75";"371.99";"true"
"2026-08-07";"GARN-013";"Crushed walnuts";"GARN";"ea";"196.137";"156.909";"235.364";"1194.518";"4119";"2924.482";"0";"0";"true"
"2026-08-07";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"cup";"110.586";"88.469";"132.703";"674.06";"2322.317";"1648.257";"0";"0";"true"
"2026-08-07";"LEAF-001";"Mixed leaf salad";"LEAF";"g";"29205.592";"23364.473";"35046.71";"178017.147";"146029";"0";"36507.25";"68495.397";"true"
"2026-08-07";"LEAF-002";"Baby spinach";"LEAF";"g";"1155.787";"924.63";"1386.945";"7045.287";"5779";"0";"1444.75";"2711.037";"true"
"2026-08-07";"LEAF-003";"Kale";"LEAF";"g";"1186.111";"948.889";"1423.333";"7230.633";"5931";"0";"1482.75";"2782.383";"true"
"2026-08-07";"LEAF-004";"Classic slaw";"LEAF";"g";"4552.437";"3641.949";"5462.924";"27725.4";"22762";"0";"5690.5";"10653.9";"true"
"2026-08-07";"MISC-001";"Miso paste (pre-packaged)";"MISC";"pack";"20.107";"16.086";"24.128";"122.472";"101";"0";"0";"21.472";"true"
"2026-08-07";"MISC-002";"Water";"MISC";"ml";"10812.5";"8650";"12975";"65854.75";"227063";"161208.25";"0";"0";"true"
"2026-08-07";"MISC-003";"Fresh ginger";"MISC";"matchsticks";"81.681";"65.345";"98.017";"497.46";"408";"0";"0";"89.46";"true"
"2026-08-07";"MISC-004";"Yuzu jam";"MISC";"g";"1180.765";"944.612";"1416.918";"7191.173";"5904";"0";"0";"1287.173";"true"
"2026-08-07";"PROT-001";"Seared chicken";"PROT";"g";"6265.984";"5012.787";"7519.181";"38191.015";"31330";"0";"7832.5";"14693.515";"true"
"2026-08-07";"PROT-002";"Sous-vide chicken";"PROT";"g";"3466.29";"2773.032";"4159.548";"21125.517";"17332";"0";"4333";"8126.517";"true"
"2026-08-07";"PROT-003";"Karaage chicken";"PROT";"g";"15787.189";"12629.751";"18944.627";"96202.329";"189445";"93242.671";"0";"0";"true"
"2026-08-07";"PROT-004";"Flame-seared wagyu";"PROT";"g";"4930.969";"3944.775";"5917.163";"30055.799";"24655";"0";"6163.75";"11564.549";"true"
"2026-08-07";"PROT-005";"Aburi salmon";"PROT";"g";"11156.898";"8925.518";"13388.278";"67985.538";"55785";"0";"13946.25";"26146.788";"true"
"2026-08-07";"PROT-006";"Sashimi salmon";"PROT";"g";"7010.617";"5608.494";"8412.74";"42731.153";"35053";"0";"8763.25";"16441.403";"true"
"2026-08-07";"PROT-007";"Sashimi tuna";"PROT";"g";"5516.587";"4413.27";"6619.905";"33624.604";"27583";"0";"6895.75";"12937.354";"true"
"2026-08-07";"PROT-008";"Tiger prawns";"PROT";"g";"2762.267";"2209.813";"3314.72";"16836.102";"33148";"16311.898";"0";"0";"true"
"2026-08-07";"PROT-009";"Pan-seared tofu";"PROT";"g";"9364.978";"7491.983";"11237.974";"57059.472";"46825";"0";"11706.25";"21940.722";"true"
"2026-08-07";"PROT-010";"Miso beet falafel";"PROT";"ea";"389.01";"311.208";"466.812";"2370.812";"4668";"2297.188";"0";"0";"true"
"2026-08-07";"PROT-011";"Crispy eggplant";"PROT";"g";"8716.001";"6972.801";"10459.201";"53124.936";"104592";"51467.064";"0";"0";"true"
"2026-08-07";"SAUC-001";"Teriyaki sauce";"SAUC";"g";"4593.196";"3674.557";"5511.835";"27998.02";"22966";"0";"0";"5032.02";"true"
"2026-08-07";"SAUC-002";"Japanese mayo";"SAUC";"g";"333.588";"266.87";"400.305";"2033.216";"1668";"0";"0";"365.216";"true"
"2026-08-07";"SAUC-003";"Spicy mayo";"SAUC";"g";"1675.959";"1340.767";"2011.15";"10215.402";"8380";"0";"0";"1835.402";"true"
"2026-08-07";"SAUC-004";"Sweet miso sauce";"SAUC";"g";"1817.773";"1454.219";"2181.328";"11076.299";"9089";"0";"0";"1987.299";"true"
"2026-08-07";"SAUC-005";"Shoyu";"SAUC";"g";"1239.691";"991.753";"1487.629";"7556.856";"6198";"0";"0";"1358.856";"true"
"2026-08-07";"SAUC-006";"Creamy roasted sesame";"SAUC";"g";"3440.938";"2752.75";"4129.126";"20962.593";"17205";"0";"0";"3757.593";"true"
"2026-08-07";"SAUC-007";"Yuzu kosho mayo";"SAUC";"g";"3556.691";"2845.353";"4268.029";"21673.216";"17784";"0";"0";"3889.216";"true"
"2026-08-07";"SAUC-008";"Bao sauce";"SAUC";"g";"1146.881";"917.505";"1376.258";"6984.376";"5735";"0";"0";"1249.376";"true"
"2026-08-07";"SAUC-009";"Warm cashew satay";"SAUC";"g";"983.041";"786.433";"1179.649";"5986.608";"4915";"0";"0";"1071.608";"true"
"2026-08-07";"SAUC-010";"Assorted sauce";"SAUC";"g";"12990.061";"10392.049";"15588.074";"79179.038";"64951";"0";"0";"14228.038";"true"
"2026-08-07";"SEAS-001";"Aonori seasoning";"SEAS";"g";"333.57";"266.856";"400.284";"2032.15";"7005";"4972.85";"0";"0";"true"
"2026-08-07";"SEAS-002";"Furikake";"SEAS";"g";"132.286";"105.829";"158.743";"806.016";"2778";"1971.984";"0";"0";"true"
"2026-08-07";"SEAS-003";"Cinnamon";"SEAS";"dash";"23.143";"18.514";"27.772";"140.947";"486";"345.053";"0";"0";"true"
"2026-08-07";"SNCK-001";"Raw ball - Peanut Butter";"SNCK";"ea";"3.785";"3.028";"4.542";"23.047";"80";"56.953";"0";"0";"true"
"2026-08-07";"SNCK-002";"Raw ball - Choc Brownie";"SNCK";"ea";"3.679";"2.943";"4.415";"22.401";"77";"54.599";"0";"0";"true"
"2026-08-07";"SNCK-003";"Raw ball - Coconut Cacao";"SNCK";"ea";"3.714";"2.971";"4.457";"22.616";"78";"55.384";"0";"0";"true"
"2026-08-07";"SNCK-004";"Raw ball - Hazelnut";"SNCK";"ea";"3.679";"2.943";"4.415";"22.408";"77";"54.592";"0";"0";"true"
"2026-08-07";"SNCK-005";"Raw ball - Apricot Delight";"SNCK";"ea";"3.786";"3.029";"4.543";"23.056";"80";"56.944";"0";"0";"true"
"2026-08-08";"BASE-001";"Cooked jasmine rice";"BASE";"g";"156064.632";"124851.706";"187277.558";"1004760.547";"696249";"0";"174062.25";"482573.797";"true"
"2026-08-08";"BASE-002";"Cooked brown rice";"BASE";"g";"6990.561";"5592.449";"8388.673";"44935.816";"31122";"0";"7780.5";"21594.316";"true"
"2026-08-08";"BASE-003";"Turmeric coconut rice";"BASE";"g";"15661.02";"12528.816";"18793.224";"100749.694";"69798";"0";"17449.5";"48401.194";"true"
"2026-08-08";"DRNK-001";"Coconut water 330ml";"DRNK";"ea";"27.136";"21.709";"32.563";"175.69";"122";"0";"0";"53.69";"true"
"2026-08-08";"DRNK-002";"Cold pressed juice - Watermelon Lime 300ml";"DRNK";"ea";"25.199";"20.159";"30.239";"163.101";"113";"0";"0";"50.101";"true"
"2026-08-08";"DRNK-003";"Cold pressed juice - Classic OJ 300ml";"DRNK";"ea";"25.384";"20.307";"30.461";"164.368";"114";"0";"0";"50.368";"true"
"2026-08-08";"DRNK-004";"Cold pressed juice - Pineapple Mint 300ml";"DRNK";"ea";"25.014";"20.011";"30.017";"162.03";"113";"0";"0";"49.03";"true"
"2026-08-08";"DRNK-005";"Dash sparkling water - Lime 330ml";"DRNK";"ea";"27.855";"22.284";"33.426";"180.131";"125";"0";"0";"55.131";"true"
"2026-08-08";"DRNK-006";"Dash sparkling water - Raspberry 330ml";"DRNK";"ea";"27.659";"22.127";"33.191";"179.043";"124";"0";"0";"55.043";"true"
"2026-08-08";"DRNK-007";"Dash sparkling water - Peach 330ml";"DRNK";"ea";"27.719";"22.175";"33.263";"179.333";"124";"0";"0";"55.333";"true"
"2026-08-08";"DRNK-008";"Kombucha - Ginger Lemon 330ml";"DRNK";"ea";"27.587";"22.07";"33.104";"178.542";"124";"0";"0";"54.542";"true"
"2026-08-08";"DRNK-009";"Kombucha - Lemon Lime Mint 330ml";"DRNK";"ea";"27.408";"21.926";"32.89";"177.285";"123";"0";"0";"54.285";"true"
"2026-08-08";"DRNK-010";"Kombucha - Peach 330ml";"DRNK";"ea";"27.852";"22.282";"33.422";"180.322";"125";"0";"0";"55.322";"true"
"2026-08-08";"DRNK-011";"Kombucha - Raspberry Lemonade 330ml";"DRNK";"ea";"27.73";"22.184";"33.276";"179.346";"124";"0";"0";"55.346";"true"
"2026-08-08";"DRNK-012";"Sodaly - Passionfruit 330ml";"DRNK";"ea";"27.942";"22.354";"33.53";"180.856";"126";"0";"0";"54.856";"true"
"2026-08-08";"DRNK-013";"Sodaly - Guava 330ml";"DRNK";"ea";"27.723";"22.178";"33.268";"179.536";"125";"0";"0";"54.536";"true"
"2026-08-08";"DRNK-014";"Sodaly - Raspberry 330ml";"DRNK";"ea";"28.192";"22.554";"33.83";"182.416";"127";"0";"0";"55.416";"true"
"2026-08-08";"DRNK-015";"Sparkling water 500ml";"DRNK";"ea";"42.214";"33.771";"50.657";"273.214";"190";"0";"0";"83.214";"true"
"2026-08-08";"DRNK-016";"Specialty soda - Gingerella 330ml";"DRNK";"ea";"27.427";"21.942";"32.912";"177.511";"123";"0";"0";"54.511";"true"
"2026-08-08";"DRNK-017";"Specialty soda - Karma Cola 330ml";"DRNK";"ea";"27.738";"22.19";"33.286";"179.559";"125";"0";"0";"54.559";"true"
"2026-08-08";"DRNK-018";"Specialty soda - Lemmy 330ml";"DRNK";"ea";"27.477";"21.982";"32.972";"177.781";"123";"0";"0";"54.781";"true"
"2026-08-08";"DRNK-019";"Still water 600ml";"DRNK";"ea";"50.205";"40.164";"60.246";"324.923";"226";"0";"0";"98.923";"true"
"2026-08-08";"GARN-001";"Edamame";"GARN";"cup";"96.248";"76.999";"115.498";"619.266";"429.032";"0";"64.355";"254.589";"true"
"2026-08-08";"GARN-002";"Pickled ginger";"GARN";"g";"3383.143";"2706.514";"4059.772";"21766.97";"15080";"0";"2262";"8948.97";"true"
"2026-08-08";"GARN-003";"Crispy shallots";"GARN";"spoon";"181.719";"145.375";"218.063";"1168.918";"3401";"2232.082";"0";"0";"true"
"2026-08-08";"GARN-004";"Nori strips";"GARN";"g";"433.304";"346.643";"519.965";"2787.082";"8109";"5321.918";"0";"0";"true"
"2026-08-08";"GARN-005";"Nori sheet";"GARN";"ea";"38.136";"30.509";"45.763";"245.376";"714";"468.624";"0";"0";"true"
"2026-08-08";"GARN-006";"63-degree egg";"GARN";"ea";"43.206";"34.565";"51.848";"278.072";"193";"0";"29";"114.072";"true"
"2026-08-08";"GARN-007";"Half-boiled egg";"GARN";"ea";"75.365";"60.292";"90.438";"487.731";"339";"0";"50.75";"199.481";"true"
"2026-08-08";"GARN-008";"Tamagoyaki";"GARN";"ea";"81.651";"65.32";"97.981";"525.734";"364";"0";"54.5";"216.234";"true"
"2026-08-08";"GARN-009";"Lemon wedge";"GARN";"ea";"79.201";"63.361";"95.041";"509.962";"353";"0";"53";"209.962";"true"
"2026-08-08";"GARN-010";"Avocado";"GARN";"g";"4465.12";"3572.096";"5358.144";"28729.653";"19905";"0";"2985.75";"11810.403";"true"
"2026-08-08";"GARN-011";"Pineapple";"GARN";"g";"1571.1";"1256.88";"1885.32";"10109.625";"7004";"0";"1050.5";"4156.125";"true"
"2026-08-08";"GARN-012";"Cucumber slice";"GARN";"slice";"225.154";"180.123";"270.184";"1457.394";"1012";"0";"151.75";"597.144";"true"
"2026-08-08";"GARN-013";"Crushed walnuts";"GARN";"ea";"218.261";"174.609";"261.913";"1412.779";"4119";"2706.221";"0";"0";"true"
"2026-08-08";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"cup";"124.048";"99.238";"148.858";"798.108";"2322.317";"1524.209";"0";"0";"true"
"2026-08-08";"LEAF-001";"Mixed leaf salad";"LEAF";"g";"32758.849";"26207.079";"39310.619";"210775.996";"146029";"0";"36507.25";"101254.246";"true"
"2026-08-08";"LEAF-002";"Baby spinach";"LEAF";"g";"1297.138";"1037.711";"1556.566";"8342.426";"5779";"0";"1444.75";"4008.176";"true"
"2026-08-08";"LEAF-003";"Kale";"LEAF";"g";"1332.011";"1065.609";"1598.413";"8562.644";"5931";"0";"1482.75";"4114.394";"true"
"2026-08-08";"LEAF-004";"Classic slaw";"LEAF";"g";"5065.958";"4052.766";"6079.149";"32791.358";"22762";"0";"5690.5";"15719.858";"true"
"2026-08-08";"MISC-001";"Miso paste (pre-packaged)";"MISC";"pack";"22.403";"17.922";"26.884";"144.875";"101";"0";"0";"43.875";"true"
"2026-08-08";"MISC-002";"Water";"MISC";"ml";"12039.5";"9631.6";"14447.4";"77894.25";"227063";"149168.75";"0";"0";"true"
"2026-08-08";"MISC-003";"Fresh ginger";"MISC";"matchsticks";"90.9";"72.72";"109.08";"588.36";"408";"0";"0";"180.36";"true"
"2026-08-08";"MISC-004";"Yuzu jam";"MISC";"g";"1314.031";"1051.224";"1576.837";"8505.204";"5904";"0";"0";"2601.204";"true"
"2026-08-08";"PROT-001";"Seared chicken";"PROT";"g";"7024.783";"5619.826";"8429.74";"45215.798";"31330";"0";"7832.5";"21718.298";"true"
"2026-08-08";"PROT-002";"Sous-vide chicken";"PROT";"g";"3883.418";"3106.734";"4660.101";"25008.935";"17332";"0";"4333";"12009.935";"true"
"2026-08-08";"PROT-003";"Karaage chicken";"PROT";"g";"17663.607";"14130.886";"21196.328";"113865.936";"189445";"75579.064";"0";"0";"true"
"2026-08-08";"PROT-004";"Flame-seared wagyu";"PROT";"g";"5531.019";"4424.815";"6637.222";"35586.818";"24655";"0";"6163.75";"17095.568";"true"
"2026-08-08";"PROT-005";"Aburi salmon";"PROT";"g";"12480.756";"9984.604";"14976.907";"80466.294";"55785";"0";"13946.25";"38627.544";"true"
"2026-08-08";"PROT-006";"Sashimi salmon";"PROT";"g";"7862.274";"6289.819";"9434.728";"50593.427";"35053";"0";"8763.25";"24303.677";"true"
"2026-08-08";"PROT-007";"Sashimi tuna";"PROT";"g";"6186.518";"4949.215";"7423.822";"39811.122";"27583";"0";"6895.75";"19123.872";"true"
"2026-08-08";"PROT-008";"Tiger prawns";"PROT";"g";"3096.954";"2477.563";"3716.344";"19933.056";"33148";"13214.944";"0";"0";"true"
"2026-08-08";"PROT-009";"Pan-seared tofu";"PROT";"g";"10464.21";"8371.368";"12557.052";"67523.681";"46825";"0";"11706.25";"32404.931";"true"
"2026-08-08";"PROT-010";"Miso beet falafel";"PROT";"ea";"435.76";"348.608";"522.912";"2806.572";"4668";"1861.428";"0";"0";"true"
"2026-08-08";"PROT-011";"Crispy eggplant";"PROT";"g";"9773.253";"7818.603";"11727.904";"62898.189";"104592";"41693.811";"0";"0";"true"
"2026-08-08";"SAUC-001";"Teriyaki sauce";"SAUC";"g";"5154.01";"4123.208";"6184.812";"33152.031";"22966";"0";"0";"10186.031";"true"
"2026-08-08";"SAUC-002";"Japanese mayo";"SAUC";"g";"374.01";"299.208";"448.812";"2407.227";"1668";"0";"0";"739.227";"true"
"2026-08-08";"SAUC-003";"Spicy mayo";"SAUC";"g";"1879.701";"1503.761";"2255.641";"12095.103";"8380";"0";"0";"3715.103";"true"
"2026-08-08";"SAUC-004";"Sweet miso sauce";"SAUC";"g";"2032.691";"1626.153";"2439.229";"13108.99";"9089";"0";"0";"4019.99";"true"
"2026-08-08";"SAUC-005";"Shoyu";"SAUC";"g";"1391.474";"1113.179";"1669.769";"8948.33";"6198";"0";"0";"2750.33";"true"
"2026-08-08";"SAUC-006";"Creamy roasted sesame";"SAUC";"g";"3840.418";"3072.334";"4608.501";"24803.01";"17205";"0";"0";"7598.01";"true"
"2026-08-08";"SAUC-007";"Yuzu kosho mayo";"SAUC";"g";"3979.072";"3183.258";"4774.887";"25652.289";"17784";"0";"0";"7868.289";"true"
"2026-08-08";"SAUC-008";"Bao sauce";"SAUC";"g";"1275.552";"1020.441";"1530.662";"8259.928";"5735";"0";"0";"2524.928";"true"
"2026-08-08";"SAUC-009";"Warm cashew satay";"SAUC";"g";"1093.33";"874.664";"1311.996";"7079.938";"4915";"0";"0";"2164.938";"true"
"2026-08-08";"SAUC-010";"Assorted sauce";"SAUC";"g";"14571.455";"11657.164";"17485.746";"93750.493";"64951";"0";"0";"28799.493";"true"
"2026-08-08";"SEAS-001";"Aonori seasoning";"SEAS";"g";"372.298";"297.838";"446.758";"2404.448";"7005";"4600.552";"0";"0";"true"
"2026-08-08";"SEAS-002";"Furikake";"SEAS";"g";"147.842";"118.274";"177.41";"953.858";"2778";"1824.142";"0";"0";"true"
"2026-08-08";"SEAS-003";"Cinnamon";"SEAS";"dash";"25.755";"20.604";"30.906";"166.702";"486";"319.298";"0";"0";"true"
"2026-08-08";"SNCK-001";"Raw ball - Peanut Butter";"SNCK";"ea";"4.204";"3.363";"5.045";"27.251";"80";"52.749";"0";"0";"true"
"2026-08-08";"SNCK-002";"Raw ball - Choc Brownie";"SNCK";"ea";"4.086";"3.269";"4.903";"26.487";"77";"50.513";"0";"0";"true"
"2026-08-08";"SNCK-003";"Raw ball - Coconut Cacao";"SNCK";"ea";"4.128";"3.302";"4.954";"26.744";"78";"51.256";"0";"0";"true"
"2026-08-08";"SNCK-004";"Raw ball - Hazelnut";"SNCK";"ea";"4.098";"3.278";"4.918";"26.506";"77";"50.494";"0";"0";"true"
"2026-08-08";"SNCK-005";"Raw ball - Apricot Delight";"SNCK";"ea";"4.211";"3.369";"5.053";"27.267";"80";"52.733";"0";"0";"true"
"2026-08-09";"BASE-001";"Cooked jasmine rice";"BASE";"g";"152448.581";"121958.865";"182938.297";"1157209.128";"696249";"0";"174062.25";"635022.378";"true"
"2026-08-09";"BASE-002";"Cooked brown rice";"BASE";"g";"6822.806";"5458.245";"8187.367";"51758.622";"31122";"0";"7780.5";"28417.122";"true"
"2026-08-09";"BASE-003";"Turmeric coconut rice";"BASE";"g";"15291.735";"12233.388";"18350.082";"116041.428";"69798";"0";"17449.5";"63692.928";"true"
"2026-08-09";"DRNK-001";"Coconut water 330ml";"DRNK";"ea";"26.589";"21.271";"31.907";"202.279";"122";"0";"0";"80.279";"true"
"2026-08-09";"DRNK-002";"Cold pressed juice - Watermelon Lime 300ml";"DRNK";"ea";"24.687";"19.75";"29.624";"187.788";"113";"0";"0";"74.788";"true"
"2026-08-09";"DRNK-003";"Cold pressed juice - Classic OJ 300ml";"DRNK";"ea";"24.874";"19.899";"29.849";"189.242";"114";"0";"0";"75.242";"true"
"2026-08-09";"DRNK-004";"Cold pressed juice - Pineapple Mint 300ml";"DRNK";"ea";"24.516";"19.613";"29.419";"186.546";"113";"0";"0";"73.546";"true"
"2026-08-09";"DRNK-005";"Dash sparkling water - Lime 330ml";"DRNK";"ea";"27.276";"21.821";"32.731";"207.407";"125";"0";"0";"82.407";"true"
"2026-08-09";"DRNK-006";"Dash sparkling water - Raspberry 330ml";"DRNK";"ea";"27.099";"21.679";"32.519";"206.142";"124";"0";"0";"82.142";"true"
"2026-08-09";"DRNK-007";"Dash sparkling water - Peach 330ml";"DRNK";"ea";"27.149";"21.719";"32.579";"206.482";"124";"0";"0";"82.482";"true"
"2026-08-09";"DRNK-008";"Kombucha - Ginger Lemon 330ml";"DRNK";"ea";"27.025";"21.62";"32.43";"205.567";"124";"0";"0";"81.567";"true"
"2026-08-09";"DRNK-009";"Kombucha - Lemon Lime Mint 330ml";"DRNK";"ea";"26.842";"21.474";"32.21";"204.127";"123";"0";"0";"81.127";"true"
"2026-08-09";"DRNK-010";"Kombucha - Peach 330ml";"DRNK";"ea";"27.29";"21.832";"32.748";"207.612";"125";"0";"0";"82.612";"true"
"2026-08-09";"DRNK-011";"Kombucha - Raspberry Lemonade 330ml";"DRNK";"ea";"27.156";"21.725";"32.587";"206.502";"124";"0";"0";"82.502";"true"
"2026-08-09";"DRNK-012";"Sodaly - Passionfruit 330ml";"DRNK";"ea";"27.374";"21.899";"32.849";"208.23";"126";"0";"0";"82.23";"true"
"2026-08-09";"DRNK-013";"Sodaly - Guava 330ml";"DRNK";"ea";"27.168";"21.734";"32.602";"206.704";"125";"0";"0";"81.704";"true"
"2026-08-09";"DRNK-014";"Sodaly - Raspberry 330ml";"DRNK";"ea";"27.614";"22.091";"33.137";"210.03";"127";"0";"0";"83.03";"true"
