"sales_record_id;""restaurant_id"";""date"";""service_period"";""channel"";""menu_item_id"";""menu_variant_id"";""menu_item_name"";""portion_size"";""quantity_sold"";""unit_price_aud"";""discount_pct"";""gross_sales_aud"";""net_sales_aud"";""promotion_id"";""is_synthetic"""
"SALE-20260613-D-MI-012-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-012"";""MI-012-STANDARD"";""Salmon Aburi Bento"";""Standard"";""3"";""14.9"";""0"";""44.7"";""44.7"";"""";""true"""
"SALE-20260613-D-MI-013-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-013"";""MI-013-STANDARD"";""Tofu Bento"";""Standard"";""9"";""12.9"";""0"";""116.1"";""116.1"";"""";""true"""
"SALE-20260613-D-MI-013-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-013"";""MI-013-STANDARD"";""Tofu Bento"";""Standard"";""3"";""12.9"";""0"";""38.7"";""38.7"";"""";""true"""
"SALE-20260613-D-MI-013-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-013"";""MI-013-STANDARD"";""Tofu Bento"";""Standard"";""3"";""12.9"";""0"";""38.7"";""38.7"";"""";""true"""
"SALE-20260613-D-MI-014-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-014"";""MI-014-SMALL"";""Create Your Own - Sous-vide Chicken - Small"";""Small"";""7"";""15.9"";""0"";""111.3"";""111.3"";"""";""true"""
"SALE-20260613-D-MI-014-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-014"";""MI-014-SMALL"";""Create Your Own - Sous-vide Chicken - Small"";""Small"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260613-D-MI-014-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-014"";""MI-014-SMALL"";""Create Your Own - Sous-vide Chicken - Small"";""Small"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260613-D-MI-014-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-014"";""MI-014-LARGE"";""Create Your Own - Sous-vide Chicken - Large"";""Large"";""6"";""18.9"";""0"";""113.4"";""113.4"";"""";""true"""
"SALE-20260613-D-MI-014-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-014"";""MI-014-LARGE"";""Create Your Own - Sous-vide Chicken - Large"";""Large"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-014-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-014"";""MI-014-LARGE"";""Create Your Own - Sous-vide Chicken - Large"";""Large"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-015-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-015"";""MI-015-SMALL"";""Create Your Own - Seared Chicken - Small"";""Small"";""5"";""15.9"";""0"";""79.5"";""79.5"";"""";""true"""
"SALE-20260613-D-MI-015-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-015"";""MI-015-SMALL"";""Create Your Own - Seared Chicken - Small"";""Small"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260613-D-MI-015-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-015"";""MI-015-SMALL"";""Create Your Own - Seared Chicken - Small"";""Small"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260613-D-MI-015-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-015"";""MI-015-LARGE"";""Create Your Own - Seared Chicken - Large"";""Large"";""6"";""18.9"";""0"";""113.4"";""113.4"";"""";""true"""
"SALE-20260613-D-MI-015-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-015"";""MI-015-LARGE"";""Create Your Own - Seared Chicken - Large"";""Large"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-015-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-015"";""MI-015-LARGE"";""Create Your Own - Seared Chicken - Large"";""Large"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-016-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-016"";""MI-016-SMALL"";""Create Your Own - Pan-seared Tofu - Small"";""Small"";""6"";""15.9"";""0"";""95.4"";""95.4"";"""";""true"""
"SALE-20260613-D-MI-016-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-016"";""MI-016-SMALL"";""Create Your Own - Pan-seared Tofu - Small"";""Small"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260613-D-MI-016-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-016"";""MI-016-SMALL"";""Create Your Own - Pan-seared Tofu - Small"";""Small"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260613-D-MI-016-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-016"";""MI-016-LARGE"";""Create Your Own - Pan-seared Tofu - Large"";""Large"";""7"";""18.9"";""0"";""132.3"";""132.3"";"""";""true"""
"SALE-20260613-D-MI-016-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-016"";""MI-016-LARGE"";""Create Your Own - Pan-seared Tofu - Large"";""Large"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-016-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-016"";""MI-016-LARGE"";""Create Your Own - Pan-seared Tofu - Large"";""Large"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-017-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-017"";""MI-017-SMALL"";""Create Your Own - Crispy Eggplant - Small"";""Small"";""7"";""16.9"";""0"";""118.3"";""118.3"";"""";""true"""
"SALE-20260613-D-MI-017-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-017"";""MI-017-SMALL"";""Create Your Own - Crispy Eggplant - Small"";""Small"";""2"";""16.9"";""0"";""33.8"";""33.8"";"""";""true"""
"SALE-20260613-D-MI-017-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-017"";""MI-017-SMALL"";""Create Your Own - Crispy Eggplant - Small"";""Small"";""2"";""16.9"";""0"";""33.8"";""33.8"";"""";""true"""
"SALE-20260613-D-MI-017-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-017"";""MI-017-LARGE"";""Create Your Own - Crispy Eggplant - Large"";""Large"";""6"";""19.9"";""0"";""119.4"";""119.4"";"""";""true"""
"SALE-20260613-D-MI-017-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-017"";""MI-017-LARGE"";""Create Your Own - Crispy Eggplant - Large"";""Large"";""2"";""19.9"";""0"";""39.8"";""39.8"";"""";""true"""
"SALE-20260613-D-MI-017-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-017"";""MI-017-LARGE"";""Create Your Own - Crispy Eggplant - Large"";""Large"";""2"";""19.9"";""0"";""39.8"";""39.8"";"""";""true"""
"SALE-20260613-D-MI-018-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-018"";""MI-018-SMALL"";""Create Your Own - Miso Beet Falafel - Small"";""Small"";""5"";""16.9"";""0"";""84.5"";""84.5"";"""";""true"""
"SALE-20260613-D-MI-018-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-018"";""MI-018-SMALL"";""Create Your Own - Miso Beet Falafel - Small"";""Small"";""2"";""16.9"";""0"";""33.8"";""33.8"";"""";""true"""
"SALE-20260613-D-MI-018-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-018"";""MI-018-SMALL"";""Create Your Own - Miso Beet Falafel - Small"";""Small"";""2"";""16.9"";""0"";""33.8"";""33.8"";"""";""true"""
"SALE-20260613-D-MI-018-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-018"";""MI-018-LARGE"";""Create Your Own - Miso Beet Falafel - Large"";""Large"";""6"";""19.9"";""0"";""119.4"";""119.4"";"""";""true"""
"SALE-20260613-D-MI-018-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-018"";""MI-018-LARGE"";""Create Your Own - Miso Beet Falafel - Large"";""Large"";""2"";""19.9"";""0"";""39.8"";""39.8"";"""";""true"""
"SALE-20260613-D-MI-018-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-018"";""MI-018-LARGE"";""Create Your Own - Miso Beet Falafel - Large"";""Large"";""2"";""19.9"";""0"";""39.8"";""39.8"";"""";""true"""
"SALE-20260613-D-MI-019-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-019"";""MI-019-SMALL"";""Create Your Own - Tiger Prawns - Small"";""Small"";""6"";""16.9"";""0"";""101.4"";""101.4"";"""";""true"""
"SALE-20260613-D-MI-019-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-019"";""MI-019-SMALL"";""Create Your Own - Tiger Prawns - Small"";""Small"";""2"";""16.9"";""0"";""33.8"";""33.8"";"""";""true"""
"SALE-20260613-D-MI-019-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-019"";""MI-019-SMALL"";""Create Your Own - Tiger Prawns - Small"";""Small"";""2"";""16.9"";""0"";""33.8"";""33.8"";"""";""true"""
"SALE-20260613-D-MI-019-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-019"";""MI-019-LARGE"";""Create Your Own - Tiger Prawns - Large"";""Large"";""7"";""19.9"";""0"";""139.3"";""139.3"";"""";""true"""
"SALE-20260613-D-MI-019-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-019"";""MI-019-LARGE"";""Create Your Own - Tiger Prawns - Large"";""Large"";""2"";""19.9"";""0"";""39.8"";""39.8"";"""";""true"""
"SALE-20260613-D-MI-019-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-019"";""MI-019-LARGE"";""Create Your Own - Tiger Prawns - Large"";""Large"";""2"";""19.9"";""0"";""39.8"";""39.8"";"""";""true"""
"SALE-20260613-D-MI-020-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-020"";""MI-020-SMALL"";""Create Your Own - Karaage Chicken - Small"";""Small"";""5"";""17.9"";""0"";""89.5"";""89.5"";"""";""true"""
"SALE-20260613-D-MI-020-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-020"";""MI-020-SMALL"";""Create Your Own - Karaage Chicken - Small"";""Small"";""2"";""17.9"";""0"";""35.8"";""35.8"";"""";""true"""
"SALE-20260613-D-MI-020-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-020"";""MI-020-SMALL"";""Create Your Own - Karaage Chicken - Small"";""Small"";""2"";""17.9"";""0"";""35.8"";""35.8"";"""";""true"""
"SALE-20260613-D-MI-020-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-020"";""MI-020-LARGE"";""Create Your Own - Karaage Chicken - Large"";""Large"";""5"";""20.9"";""0"";""104.5"";""104.5"";"""";""true"""
"SALE-20260613-D-MI-020-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-020"";""MI-020-LARGE"";""Create Your Own - Karaage Chicken - Large"";""Large"";""2"";""20.9"";""0"";""41.8"";""41.8"";"""";""true"""
"SALE-20260613-D-MI-020-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-020"";""MI-020-LARGE"";""Create Your Own - Karaage Chicken - Large"";""Large"";""2"";""20.9"";""0"";""41.8"";""41.8"";"""";""true"""
"SALE-20260613-D-MI-021-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-021"";""MI-021-SMALL"";""Create Your Own - Sashimi Salmon - Small"";""Small"";""5"";""17.9"";""0"";""89.5"";""89.5"";"""";""true"""
"SALE-20260613-D-MI-021-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-021"";""MI-021-SMALL"";""Create Your Own - Sashimi Salmon - Small"";""Small"";""2"";""17.9"";""0"";""35.8"";""35.8"";"""";""true"""
"SALE-20260613-D-MI-021-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-021"";""MI-021-SMALL"";""Create Your Own - Sashimi Salmon - Small"";""Small"";""2"";""17.9"";""0"";""35.8"";""35.8"";"""";""true"""
"SALE-20260613-D-MI-021-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-021"";""MI-021-LARGE"";""Create Your Own - Sashimi Salmon - Large"";""Large"";""6"";""20.9"";""0"";""125.4"";""125.4"";"""";""true"""
"SALE-20260613-D-MI-021-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-021"";""MI-021-LARGE"";""Create Your Own - Sashimi Salmon - Large"";""Large"";""2"";""20.9"";""0"";""41.8"";""41.8"";"""";""true"""
"SALE-20260613-D-MI-021-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-021"";""MI-021-LARGE"";""Create Your Own - Sashimi Salmon - Large"";""Large"";""2"";""20.9"";""0"";""41.8"";""41.8"";"""";""true"""
"SALE-20260613-D-MI-022-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-022"";""MI-022-SMALL"";""Create Your Own - Sashimi Tuna - Small"";""Small"";""5"";""17.9"";""0"";""89.5"";""89.5"";"""";""true"""
"SALE-20260613-D-MI-022-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-022"";""MI-022-SMALL"";""Create Your Own - Sashimi Tuna - Small"";""Small"";""2"";""17.9"";""0"";""35.8"";""35.8"";"""";""true"""
"SALE-20260613-D-MI-022-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-022"";""MI-022-SMALL"";""Create Your Own - Sashimi Tuna - Small"";""Small"";""2"";""17.9"";""0"";""35.8"";""35.8"";"""";""true"""
"SALE-20260613-D-MI-022-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-022"";""MI-022-LARGE"";""Create Your Own - Sashimi Tuna - Large"";""Large"";""5"";""20.9"";""0"";""104.5"";""104.5"";"""";""true"""
"SALE-20260613-D-MI-022-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-022"";""MI-022-LARGE"";""Create Your Own - Sashimi Tuna - Large"";""Large"";""2"";""20.9"";""0"";""41.8"";""41.8"";"""";""true"""
"SALE-20260613-D-MI-022-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-022"";""MI-022-LARGE"";""Create Your Own - Sashimi Tuna - Large"";""Large"";""2"";""20.9"";""0"";""41.8"";""41.8"";"""";""true"""
"SALE-20260613-D-MI-023-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-023"";""MI-023-SMALL"";""Create Your Own - Flame-seared Salmon - Small"";""Small"";""6"";""18.9"";""0"";""113.4"";""113.4"";"""";""true"""
"SALE-20260613-D-MI-023-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-023"";""MI-023-SMALL"";""Create Your Own - Flame-seared Salmon - Small"";""Small"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-023-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-023"";""MI-023-SMALL"";""Create Your Own - Flame-seared Salmon - Small"";""Small"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-023-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-023"";""MI-023-LARGE"";""Create Your Own - Flame-seared Salmon - Large"";""Large"";""6"";""21.9"";""0"";""131.4"";""131.4"";"""";""true"""
"SALE-20260613-D-MI-023-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-023"";""MI-023-LARGE"";""Create Your Own - Flame-seared Salmon - Large"";""Large"";""2"";""21.9"";""0"";""43.8"";""43.8"";"""";""true"""
"SALE-20260613-D-MI-023-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-023"";""MI-023-LARGE"";""Create Your Own - Flame-seared Salmon - Large"";""Large"";""2"";""21.9"";""0"";""43.8"";""43.8"";"""";""true"""
"SALE-20260613-D-MI-024-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-024"";""MI-024-SMALL"";""Create Your Own - Flame-seared Wagyu - Small"";""Small"";""6"";""18.9"";""0"";""113.4"";""113.4"";"""";""true"""
"SALE-20260613-D-MI-024-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-024"";""MI-024-SMALL"";""Create Your Own - Flame-seared Wagyu - Small"";""Small"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-024-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-024"";""MI-024-SMALL"";""Create Your Own - Flame-seared Wagyu - Small"";""Small"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-024-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-024"";""MI-024-LARGE"";""Create Your Own - Flame-seared Wagyu - Large"";""Large"";""6"";""21.9"";""0"";""131.4"";""131.4"";"""";""true"""
"SALE-20260613-D-MI-024-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-024"";""MI-024-LARGE"";""Create Your Own - Flame-seared Wagyu - Large"";""Large"";""2"";""21.9"";""0"";""43.8"";""43.8"";"""";""true"""
"SALE-20260613-D-MI-024-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-024"";""MI-024-LARGE"";""Create Your Own - Flame-seared Wagyu - Large"";""Large"";""2"";""21.9"";""0"";""43.8"";""43.8"";"""";""true"""
"SALE-20260613-D-MI-025-SMALL-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-025"";""MI-025-SMALL"";""Create Your Own - No Protein - Small"";""Small"";""5"";""12.9"";""0"";""64.5"";""64.5"";"""";""true"""
"SALE-20260613-D-MI-025-SMALL-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-025"";""MI-025-SMALL"";""Create Your Own - No Protein - Small"";""Small"";""2"";""12.9"";""0"";""25.8"";""25.8"";"""";""true"""
"SALE-20260613-D-MI-025-SMALL-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-025"";""MI-025-SMALL"";""Create Your Own - No Protein - Small"";""Small"";""2"";""12.9"";""0"";""25.8"";""25.8"";"""";""true"""
"SALE-20260613-D-MI-025-LARGE-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-025"";""MI-025-LARGE"";""Create Your Own - No Protein - Large"";""Large"";""6"";""15.9"";""0"";""95.4"";""95.4"";"""";""true"""
"SALE-20260613-D-MI-025-LARGE-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-025"";""MI-025-LARGE"";""Create Your Own - No Protein - Large"";""Large"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260613-D-MI-025-LARGE-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-025"";""MI-025-LARGE"";""Create Your Own - No Protein - Large"";""Large"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260613-D-MI-026-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-026"";""MI-026-STANDARD"";""Miso Soup"";""Standard"";""8"";""2.5"";""0"";""20"";""20"";"""";""true"""
"SALE-20260613-D-MI-026-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-026"";""MI-026-STANDARD"";""Miso Soup"";""Standard"";""3"";""2.5"";""0"";""7.5"";""7.5"";"""";""true"""
"SALE-20260613-D-MI-026-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-026"";""MI-026-STANDARD"";""Miso Soup"";""Standard"";""2"";""2.5"";""0"";""5"";""5"";"""";""true"""
"SALE-20260613-D-MI-027-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-027"";""MI-027-STANDARD"";""Raw Balls - Peanut Butter"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260613-D-MI-027-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-027"";""MI-027-STANDARD"";""Raw Balls - Peanut Butter"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260613-D-MI-027-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-027"";""MI-027-STANDARD"";""Raw Balls - Peanut Butter"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260613-D-MI-028-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-028"";""MI-028-STANDARD"";""Raw Balls - Choc Brownie"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260613-D-MI-028-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-028"";""MI-028-STANDARD"";""Raw Balls - Choc Brownie"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260613-D-MI-028-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-028"";""MI-028-STANDARD"";""Raw Balls - Choc Brownie"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260613-D-MI-029-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-029"";""MI-029-STANDARD"";""Raw Balls - Coconut Cacao"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260613-D-MI-029-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-029"";""MI-029-STANDARD"";""Raw Balls - Coconut Cacao"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260613-D-MI-029-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-029"";""MI-029-STANDARD"";""Raw Balls - Coconut Cacao"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260613-D-MI-030-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-030"";""MI-030-STANDARD"";""Raw Balls - Hazelnut"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260613-D-MI-030-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-030"";""MI-030-STANDARD"";""Raw Balls - Hazelnut"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260613-D-MI-030-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-030"";""MI-030-STANDARD"";""Raw Balls - Hazelnut"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260613-D-MI-031-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-031"";""MI-031-STANDARD"";""Raw Balls - Apricot Delight"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260613-D-MI-031-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-031"";""MI-031-STANDARD"";""Raw Balls - Apricot Delight"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260613-D-MI-031-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-031"";""MI-031-STANDARD"";""Raw Balls - Apricot Delight"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260613-D-MI-032-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-032"";""MI-032-STANDARD"";""myDeal - $5 Crispy Chicken Bites"";""Standard"";""2"";""5"";""0"";""10"";""10"";"""";""true"""
"SALE-20260613-D-MI-032-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-032"";""MI-032-STANDARD"";""myDeal - $5 Crispy Chicken Bites"";""Standard"";""1"";""5"";""0"";""5"";""5"";"""";""true"""
"SALE-20260613-D-MI-032-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-032"";""MI-032-STANDARD"";""myDeal - $5 Crispy Chicken Bites"";""Standard"";""1"";""5"";""0"";""5"";""5"";"""";""true"""
"SALE-20260613-D-MI-033-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-033"";""MI-033-STANDARD"";""Coconut Water"";""Standard"";""9"";""4.2"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260613-D-MI-033-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-033"";""MI-033-STANDARD"";""Coconut Water"";""Standard"";""3"";""4.2"";""0"";""12.6"";""12.6"";"""";""true"""
"SALE-20260613-D-MI-033-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-033"";""MI-033-STANDARD"";""Coconut Water"";""Standard"";""2"";""4.2"";""0"";""8.4"";""8.4"";"""";""true"""
"SALE-20260613-D-MI-034-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-034"";""MI-034-STANDARD"";""Cold Pressed Juice - Watermelon Lime"";""Standard"";""8"";""5.5"";""0"";""44"";""44"";"""";""true"""
"SALE-20260613-D-MI-034-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-034"";""MI-034-STANDARD"";""Cold Pressed Juice - Watermelon Lime"";""Standard"";""3"";""5.5"";""0"";""16.5"";""16.5"";"""";""true"""
"SALE-20260613-D-MI-034-STANDARD-3;""REST001"";""2026-06-13"";""Dinner"";""Delivery"";""MI-034"";""MI-034-STANDARD"";""Cold Pressed Juice - Watermelon Lime"";""Standard"";""2"";""5.5"";""0"";""11"";""11"";"""";""true"""
"SALE-20260613-D-MI-035-STANDARD-1;""REST001"";""2026-06-13"";""Dinner"";""Dine-in"";""MI-035"";""MI-035-STANDARD"";""Cold Pressed Juice - Classic OJ"";""Standard"";""7"";""5.5"";""0"";""38.5"";""38.5"";"""";""true"""
"SALE-20260613-D-MI-035-STANDARD-2;""REST001"";""2026-06-13"";""Dinner"";""Takeaway"";""MI-035"";""MI-035-STANDARD"";""Cold Pressed Juice - Classic OJ"";""Standard"";""3"";""5.5"";""0"";""16.5"";""16.5"";"""";""true"""
