"_id";"menu_1";"menu_1_amount";"menu_2";"menu_2_amount";"menu_3";"menu_3_amount";"menu_4";"menu_4_amount";"menu_5";"menu_5_amount";"menu_6";"menu_6_amount";"menu_7";"menu_7_amount";"menu_8";"menu_8_amount";"menu_9";"menu_9_amount";"menu_10";"menu_10_amount";"menu_11";"menu_11_amount";"menu_12";"menu_12_amount";"menu_13";"menu_13_amount";"menu_14";"menu_14_amount";"menu_15";"menu_15_amount"
"MLI-04195";"Chicken Teriyaki Bowl";"18";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"23";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"11";"Bone Broth soup";"9";"Coconut water";"8";"Sparkling water";"11";"Yuzu tea";"3";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"8"
"MLI-04196";"Chicken Teriyaki Bowl";"18";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"23";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"11";"Bone Broth soup";"9";"Coconut water";"8";"Sparkling water";"11";"Yuzu tea";"3";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"8"
"MLI-04197";"Chicken Teriyaki Bowl";"18";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"23";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"11";"Bone Broth soup";"9";"Coconut water";"8";"Sparkling water";"11";"Yuzu tea";"3";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"8"
"MLI-04198";"Chicken Teriyaki Bowl";"18";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"23";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"11";"Bone Broth soup";"9";"Coconut water";"8";"Sparkling water";"11";"Yuzu tea";"3";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"8"
"MLI-04199";"Chicken Teriyaki Bowl";"18";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"23";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"11";"Bone Broth soup";"9";"Coconut water";"8";"Sparkling water";"11";"Yuzu tea";"3";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"8"
"MLI-04200";"Chicken Teriyaki Bowl";"18";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"23";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"11";"Bone Broth soup";"9";"Coconut water";"8";"Sparkling water";"11";"Yuzu tea";"3";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"8"
"MLI-04201";"Chicken Teriyaki Bowl";"17";"Sashimi Poke Bowl";"16";"Wagyu Beef Bowl";"13";"Miso Falafel Bowl";"9";"Karaage Chicken Bowl";"8";"Tofu Bowl";"6";"Salmon Aburi Bowl";"17";"Miso soup";"9";"Bone Broth soup";"10";"Coconut water";"9";"Sparkling water";"11";"Yuzu tea";"6";"Specialty Soda";"7";"Hot Chocolate";"4";"Still waterr";"11"
"MLI-04202";"Chicken Teriyaki Bowl";"17";"Sashimi Poke Bowl";"16";"Wagyu Beef Bowl";"13";"Miso Falafel Bowl";"9";"Karaage Chicken Bowl";"8";"Tofu Bowl";"6";"Salmon Aburi Bowl";"17";"Miso soup";"9";"Bone Broth soup";"10";"Coconut water";"9";"Sparkling water";"11";"Yuzu tea";"6";"Specialty Soda";"7";"Hot Chocolate";"4";"Still waterr";"11"
"MLI-04203";"Chicken Teriyaki Bowl";"17";"Sashimi Poke Bowl";"16";"Wagyu Beef Bowl";"13";"Miso Falafel Bowl";"9";"Karaage Chicken Bowl";"8";"Tofu Bowl";"6";"Salmon Aburi Bowl";"17";"Miso soup";"9";"Bone Broth soup";"10";"Coconut water";"9";"Sparkling water";"11";"Yuzu tea";"6";"Specialty Soda";"7";"Hot Chocolate";"4";"Still waterr";"11"
"MLI-04204";"Chicken Teriyaki Bowl";"17";"Sashimi Poke Bowl";"16";"Wagyu Beef Bowl";"13";"Miso Falafel Bowl";"9";"Karaage Chicken Bowl";"8";"Tofu Bowl";"6";"Salmon Aburi Bowl";"17";"Miso soup";"9";"Bone Broth soup";"10";"Coconut water";"9";"Sparkling water";"11";"Yuzu tea";"6";"Specialty Soda";"7";"Hot Chocolate";"4";"Still waterr";"11"
"MLI-04205";"Chicken Teriyaki Bowl";"17";"Sashimi Poke Bowl";"16";"Wagyu Beef Bowl";"13";"Miso Falafel Bowl";"9";"Karaage Chicken Bowl";"8";"Tofu Bowl";"6";"Salmon Aburi Bowl";"17";"Miso soup";"9";"Bone Broth soup";"10";"Coconut water";"9";"Sparkling water";"11";"Yuzu tea";"6";"Specialty Soda";"7";"Hot Chocolate";"4";"Still waterr";"11"
"MLI-04206";"Chicken Teriyaki Bowl";"17";"Sashimi Poke Bowl";"16";"Wagyu Beef Bowl";"13";"Miso Falafel Bowl";"9";"Karaage Chicken Bowl";"8";"Tofu Bowl";"6";"Salmon Aburi Bowl";"17";"Miso soup";"9";"Bone Broth soup";"10";"Coconut water";"9";"Sparkling water";"11";"Yuzu tea";"6";"Specialty Soda";"7";"Hot Chocolate";"4";"Still waterr";"11"
"MLI-04207";"Chicken Teriyaki Bowl";"17";"Sashimi Poke Bowl";"16";"Wagyu Beef Bowl";"13";"Miso Falafel Bowl";"9";"Karaage Chicken Bowl";"8";"Tofu Bowl";"6";"Salmon Aburi Bowl";"17";"Miso soup";"9";"Bone Broth soup";"10";"Coconut water";"9";"Sparkling water";"11";"Yuzu tea";"6";"Specialty Soda";"7";"Hot Chocolate";"4";"Still waterr";"11"
"MLI-04208";"Chicken Teriyaki Bowl";"17";"Sashimi Poke Bowl";"16";"Wagyu Beef Bowl";"13";"Miso Falafel Bowl";"9";"Karaage Chicken Bowl";"8";"Tofu Bowl";"6";"Salmon Aburi Bowl";"17";"Miso soup";"9";"Bone Broth soup";"10";"Coconut water";"9";"Sparkling water";"11";"Yuzu tea";"6";"Specialty Soda";"7";"Hot Chocolate";"4";"Still waterr";"11"
"MLI-04209";"Chicken Teriyaki Bowl";"17";"Sashimi Poke Bowl";"16";"Wagyu Beef Bowl";"13";"Miso Falafel Bowl";"9";"Karaage Chicken Bowl";"8";"Tofu Bowl";"6";"Salmon Aburi Bowl";"17";"Miso soup";"9";"Bone Broth soup";"10";"Coconut water";"9";"Sparkling water";"11";"Yuzu tea";"6";"Specialty Soda";"7";"Hot Chocolate";"4";"Still waterr";"11"
"MLI-04210";"Chicken Teriyaki Bowl";"17";"Sashimi Poke Bowl";"16";"Wagyu Beef Bowl";"13";"Miso Falafel Bowl";"9";"Karaage Chicken Bowl";"8";"Tofu Bowl";"6";"Salmon Aburi Bowl";"17";"Miso soup";"9";"Bone Broth soup";"10";"Coconut water";"9";"Sparkling water";"11";"Yuzu tea";"6";"Specialty Soda";"7";"Hot Chocolate";"4";"Still waterr";"11"
"MLI-04211";"Chicken Teriyaki Bowl";"12";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"16";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"16";"Tofu Bowl";"11";"Salmon Aburi Bowl";"15";"Miso soup";"13";"Bone Broth soup";"7";"Coconut water";"10";"Sparkling water";"14";"Yuzu tea";"11";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"6"
"MLI-04212";"Chicken Teriyaki Bowl";"12";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"16";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"16";"Tofu Bowl";"11";"Salmon Aburi Bowl";"15";"Miso soup";"13";"Bone Broth soup";"7";"Coconut water";"10";"Sparkling water";"14";"Yuzu tea";"11";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"6"
"MLI-04213";"Chicken Teriyaki Bowl";"12";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"16";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"16";"Tofu Bowl";"11";"Salmon Aburi Bowl";"15";"Miso soup";"13";"Bone Broth soup";"7";"Coconut water";"10";"Sparkling water";"14";"Yuzu tea";"11";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"6"
"MLI-04214";"Chicken Teriyaki Bowl";"12";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"16";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"16";"Tofu Bowl";"11";"Salmon Aburi Bowl";"15";"Miso soup";"13";"Bone Broth soup";"7";"Coconut water";"10";"Sparkling water";"14";"Yuzu tea";"11";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"6"
"MLI-04215";"Chicken Teriyaki Bowl";"12";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"16";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"16";"Tofu Bowl";"11";"Salmon Aburi Bowl";"15";"Miso soup";"13";"Bone Broth soup";"7";"Coconut water";"10";"Sparkling water";"14";"Yuzu tea";"11";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"6"
"MLI-04216";"Chicken Teriyaki Bowl";"12";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"16";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"16";"Tofu Bowl";"11";"Salmon Aburi Bowl";"15";"Miso soup";"13";"Bone Broth soup";"7";"Coconut water";"10";"Sparkling water";"14";"Yuzu tea";"11";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"6"
"MLI-04217";"Chicken Teriyaki Bowl";"12";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"16";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"16";"Tofu Bowl";"11";"Salmon Aburi Bowl";"15";"Miso soup";"13";"Bone Broth soup";"7";"Coconut water";"10";"Sparkling water";"14";"Yuzu tea";"11";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"6"
"MLI-04218";"Chicken Teriyaki Bowl";"12";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"16";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"16";"Tofu Bowl";"11";"Salmon Aburi Bowl";"15";"Miso soup";"13";"Bone Broth soup";"7";"Coconut water";"10";"Sparkling water";"14";"Yuzu tea";"11";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"6"
"MLI-04219";"Chicken Teriyaki Bowl";"12";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"16";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"16";"Tofu Bowl";"11";"Salmon Aburi Bowl";"15";"Miso soup";"13";"Bone Broth soup";"7";"Coconut water";"10";"Sparkling water";"14";"Yuzu tea";"11";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"6"
"MLI-04220";"Chicken Teriyaki Bowl";"12";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"16";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"16";"Tofu Bowl";"11";"Salmon Aburi Bowl";"15";"Miso soup";"13";"Bone Broth soup";"7";"Coconut water";"10";"Sparkling water";"14";"Yuzu tea";"11";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"6"
"MLI-04221";"Chicken Teriyaki Bowl";"21";"Sashimi Poke Bowl";"17";"Wagyu Beef Bowl";"29";"Miso Falafel Bowl";"15";"Karaage Chicken Bowl";"24";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"10";"Bone Broth soup";"7";"Coconut water";"13";"Sparkling water";"21";"Yuzu tea";"3";"Specialty Soda";"11";"Hot Chocolate";"10";"Still waterr";"17"
"MLI-04222";"Chicken Teriyaki Bowl";"21";"Sashimi Poke Bowl";"17";"Wagyu Beef Bowl";"29";"Miso Falafel Bowl";"15";"Karaage Chicken Bowl";"24";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"10";"Bone Broth soup";"7";"Coconut water";"13";"Sparkling water";"21";"Yuzu tea";"3";"Specialty Soda";"11";"Hot Chocolate";"10";"Still waterr";"17"
"MLI-04223";"Chicken Teriyaki Bowl";"21";"Sashimi Poke Bowl";"17";"Wagyu Beef Bowl";"29";"Miso Falafel Bowl";"15";"Karaage Chicken Bowl";"24";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"10";"Bone Broth soup";"7";"Coconut water";"13";"Sparkling water";"21";"Yuzu tea";"3";"Specialty Soda";"11";"Hot Chocolate";"10";"Still waterr";"17"
"MLI-04224";"Chicken Teriyaki Bowl";"21";"Sashimi Poke Bowl";"17";"Wagyu Beef Bowl";"29";"Miso Falafel Bowl";"15";"Karaage Chicken Bowl";"24";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"10";"Bone Broth soup";"7";"Coconut water";"13";"Sparkling water";"21";"Yuzu tea";"3";"Specialty Soda";"11";"Hot Chocolate";"10";"Still waterr";"17"
"MLI-04225";"Chicken Teriyaki Bowl";"21";"Sashimi Poke Bowl";"17";"Wagyu Beef Bowl";"29";"Miso Falafel Bowl";"15";"Karaage Chicken Bowl";"24";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"10";"Bone Broth soup";"7";"Coconut water";"13";"Sparkling water";"21";"Yuzu tea";"3";"Specialty Soda";"11";"Hot Chocolate";"10";"Still waterr";"17"
"MLI-04226";"Chicken Teriyaki Bowl";"21";"Sashimi Poke Bowl";"17";"Wagyu Beef Bowl";"29";"Miso Falafel Bowl";"15";"Karaage Chicken Bowl";"24";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"10";"Bone Broth soup";"7";"Coconut water";"13";"Sparkling water";"21";"Yuzu tea";"3";"Specialty Soda";"11";"Hot Chocolate";"10";"Still waterr";"17"
"MLI-04227";"Chicken Teriyaki Bowl";"21";"Sashimi Poke Bowl";"17";"Wagyu Beef Bowl";"29";"Miso Falafel Bowl";"15";"Karaage Chicken Bowl";"24";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"10";"Bone Broth soup";"7";"Coconut water";"13";"Sparkling water";"21";"Yuzu tea";"3";"Specialty Soda";"11";"Hot Chocolate";"10";"Still waterr";"17"
"MLI-04228";"Chicken Teriyaki Bowl";"21";"Sashimi Poke Bowl";"17";"Wagyu Beef Bowl";"29";"Miso Falafel Bowl";"15";"Karaage Chicken Bowl";"24";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"10";"Bone Broth soup";"7";"Coconut water";"13";"Sparkling water";"21";"Yuzu tea";"3";"Specialty Soda";"11";"Hot Chocolate";"10";"Still waterr";"17"
"MLI-04229";"Chicken Teriyaki Bowl";"21";"Sashimi Poke Bowl";"17";"Wagyu Beef Bowl";"29";"Miso Falafel Bowl";"15";"Karaage Chicken Bowl";"24";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"10";"Bone Broth soup";"7";"Coconut water";"13";"Sparkling water";"21";"Yuzu tea";"3";"Specialty Soda";"11";"Hot Chocolate";"10";"Still waterr";"17"
"MLI-04230";"Chicken Teriyaki Bowl";"21";"Sashimi Poke Bowl";"17";"Wagyu Beef Bowl";"29";"Miso Falafel Bowl";"15";"Karaage Chicken Bowl";"24";"Tofu Bowl";"13";"Salmon Aburi Bowl";"12";"Miso soup";"10";"Bone Broth soup";"7";"Coconut water";"13";"Sparkling water";"21";"Yuzu tea";"3";"Specialty Soda";"11";"Hot Chocolate";"10";"Still waterr";"17"
"MLI-04231";"Chicken Teriyaki Bowl";"32";"Sashimi Poke Bowl";"27";"Wagyu Beef Bowl";"19";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"29";"Tofu Bowl";"12";"Salmon Aburi Bowl";"20";"Miso soup";"15";"Bone Broth soup";"12";"Coconut water";"10";"Sparkling water";"9";"Yuzu tea";"5";"Specialty Soda";"12";"Hot Chocolate";"10";"Still waterr";"13"
"MLI-04232";"Chicken Teriyaki Bowl";"32";"Sashimi Poke Bowl";"27";"Wagyu Beef Bowl";"19";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"29";"Tofu Bowl";"12";"Salmon Aburi Bowl";"20";"Miso soup";"15";"Bone Broth soup";"12";"Coconut water";"10";"Sparkling water";"9";"Yuzu tea";"5";"Specialty Soda";"12";"Hot Chocolate";"10";"Still waterr";"13"
"MLI-04233";"Chicken Teriyaki Bowl";"32";"Sashimi Poke Bowl";"27";"Wagyu Beef Bowl";"19";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"29";"Tofu Bowl";"12";"Salmon Aburi Bowl";"20";"Miso soup";"15";"Bone Broth soup";"12";"Coconut water";"10";"Sparkling water";"9";"Yuzu tea";"5";"Specialty Soda";"12";"Hot Chocolate";"10";"Still waterr";"13"
"MLI-04234";"Chicken Teriyaki Bowl";"32";"Sashimi Poke Bowl";"27";"Wagyu Beef Bowl";"19";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"29";"Tofu Bowl";"12";"Salmon Aburi Bowl";"20";"Miso soup";"15";"Bone Broth soup";"12";"Coconut water";"10";"Sparkling water";"9";"Yuzu tea";"5";"Specialty Soda";"12";"Hot Chocolate";"10";"Still waterr";"13"
"MLI-04235";"Chicken Teriyaki Bowl";"32";"Sashimi Poke Bowl";"27";"Wagyu Beef Bowl";"19";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"29";"Tofu Bowl";"12";"Salmon Aburi Bowl";"20";"Miso soup";"15";"Bone Broth soup";"12";"Coconut water";"10";"Sparkling water";"9";"Yuzu tea";"5";"Specialty Soda";"12";"Hot Chocolate";"10";"Still waterr";"13"
"MLI-04236";"Chicken Teriyaki Bowl";"32";"Sashimi Poke Bowl";"27";"Wagyu Beef Bowl";"19";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"29";"Tofu Bowl";"12";"Salmon Aburi Bowl";"20";"Miso soup";"15";"Bone Broth soup";"12";"Coconut water";"10";"Sparkling water";"9";"Yuzu tea";"5";"Specialty Soda";"12";"Hot Chocolate";"10";"Still waterr";"13"
"MLI-04237";"Chicken Teriyaki Bowl";"32";"Sashimi Poke Bowl";"27";"Wagyu Beef Bowl";"19";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"29";"Tofu Bowl";"12";"Salmon Aburi Bowl";"20";"Miso soup";"15";"Bone Broth soup";"12";"Coconut water";"10";"Sparkling water";"9";"Yuzu tea";"5";"Specialty Soda";"12";"Hot Chocolate";"10";"Still waterr";"13"
"MLI-04238";"Chicken Teriyaki Bowl";"32";"Sashimi Poke Bowl";"27";"Wagyu Beef Bowl";"19";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"29";"Tofu Bowl";"12";"Salmon Aburi Bowl";"20";"Miso soup";"15";"Bone Broth soup";"12";"Coconut water";"10";"Sparkling water";"9";"Yuzu tea";"5";"Specialty Soda";"12";"Hot Chocolate";"10";"Still waterr";"13"
"MLI-04239";"Chicken Teriyaki Bowl";"32";"Sashimi Poke Bowl";"27";"Wagyu Beef Bowl";"19";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"29";"Tofu Bowl";"12";"Salmon Aburi Bowl";"20";"Miso soup";"15";"Bone Broth soup";"12";"Coconut water";"10";"Sparkling water";"9";"Yuzu tea";"5";"Specialty Soda";"12";"Hot Chocolate";"10";"Still waterr";"13"
"MLI-04240";"Chicken Teriyaki Bowl";"32";"Sashimi Poke Bowl";"27";"Wagyu Beef Bowl";"19";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"29";"Tofu Bowl";"12";"Salmon Aburi Bowl";"20";"Miso soup";"15";"Bone Broth soup";"12";"Coconut water";"10";"Sparkling water";"9";"Yuzu tea";"5";"Specialty Soda";"12";"Hot Chocolate";"10";"Still waterr";"13"
"MLI-04241";"Chicken Teriyaki Bowl";"36";"Sashimi Poke Bowl";"20";"Wagyu Beef Bowl";"33";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"35";"Tofu Bowl";"17";"Salmon Aburi Bowl";"30";"Miso soup";"14";"Bone Broth soup";"8";"Coconut water";"23";"Sparkling water";"23";"Yuzu tea";"5";"Specialty Soda";"19";"Hot Chocolate";"9";"Still waterr";"23"
"MLI-04242";"Chicken Teriyaki Bowl";"36";"Sashimi Poke Bowl";"20";"Wagyu Beef Bowl";"33";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"35";"Tofu Bowl";"17";"Salmon Aburi Bowl";"30";"Miso soup";"14";"Bone Broth soup";"8";"Coconut water";"23";"Sparkling water";"23";"Yuzu tea";"5";"Specialty Soda";"19";"Hot Chocolate";"9";"Still waterr";"23"
"MLI-04243";"Chicken Teriyaki Bowl";"36";"Sashimi Poke Bowl";"20";"Wagyu Beef Bowl";"33";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"35";"Tofu Bowl";"17";"Salmon Aburi Bowl";"30";"Miso soup";"14";"Bone Broth soup";"8";"Coconut water";"23";"Sparkling water";"23";"Yuzu tea";"5";"Specialty Soda";"19";"Hot Chocolate";"9";"Still waterr";"23"
"MLI-04244";"Chicken Teriyaki Bowl";"36";"Sashimi Poke Bowl";"20";"Wagyu Beef Bowl";"33";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"35";"Tofu Bowl";"17";"Salmon Aburi Bowl";"30";"Miso soup";"14";"Bone Broth soup";"8";"Coconut water";"23";"Sparkling water";"23";"Yuzu tea";"5";"Specialty Soda";"19";"Hot Chocolate";"9";"Still waterr";"23"
"MLI-04245";"Chicken Teriyaki Bowl";"36";"Sashimi Poke Bowl";"20";"Wagyu Beef Bowl";"33";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"35";"Tofu Bowl";"17";"Salmon Aburi Bowl";"30";"Miso soup";"14";"Bone Broth soup";"8";"Coconut water";"23";"Sparkling water";"23";"Yuzu tea";"5";"Specialty Soda";"19";"Hot Chocolate";"9";"Still waterr";"23"
"MLI-04246";"Chicken Teriyaki Bowl";"36";"Sashimi Poke Bowl";"20";"Wagyu Beef Bowl";"33";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"35";"Tofu Bowl";"17";"Salmon Aburi Bowl";"30";"Miso soup";"14";"Bone Broth soup";"8";"Coconut water";"23";"Sparkling water";"23";"Yuzu tea";"5";"Specialty Soda";"19";"Hot Chocolate";"9";"Still waterr";"23"
"MLI-04247";"Chicken Teriyaki Bowl";"36";"Sashimi Poke Bowl";"20";"Wagyu Beef Bowl";"33";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"35";"Tofu Bowl";"17";"Salmon Aburi Bowl";"30";"Miso soup";"14";"Bone Broth soup";"8";"Coconut water";"23";"Sparkling water";"23";"Yuzu tea";"5";"Specialty Soda";"19";"Hot Chocolate";"9";"Still waterr";"23"
"MLI-04248";"Chicken Teriyaki Bowl";"36";"Sashimi Poke Bowl";"20";"Wagyu Beef Bowl";"33";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"35";"Tofu Bowl";"17";"Salmon Aburi Bowl";"30";"Miso soup";"14";"Bone Broth soup";"8";"Coconut water";"23";"Sparkling water";"23";"Yuzu tea";"5";"Specialty Soda";"19";"Hot Chocolate";"9";"Still waterr";"23"
"MLI-04249";"Chicken Teriyaki Bowl";"36";"Sashimi Poke Bowl";"20";"Wagyu Beef Bowl";"33";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"35";"Tofu Bowl";"17";"Salmon Aburi Bowl";"30";"Miso soup";"14";"Bone Broth soup";"8";"Coconut water";"23";"Sparkling water";"23";"Yuzu tea";"5";"Specialty Soda";"19";"Hot Chocolate";"9";"Still waterr";"23"
"MLI-04250";"Chicken Teriyaki Bowl";"36";"Sashimi Poke Bowl";"20";"Wagyu Beef Bowl";"33";"Miso Falafel Bowl";"17";"Karaage Chicken Bowl";"35";"Tofu Bowl";"17";"Salmon Aburi Bowl";"30";"Miso soup";"14";"Bone Broth soup";"8";"Coconut water";"23";"Sparkling water";"23";"Yuzu tea";"5";"Specialty Soda";"19";"Hot Chocolate";"9";"Still waterr";"23"
"MLI-04251";"Chicken Teriyaki Bowl";"26";"Sashimi Poke Bowl";"24";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"14";"Tofu Bowl";"19";"Salmon Aburi Bowl";"17";"Miso soup";"12";"Bone Broth soup";"11";"Coconut water";"16";"Sparkling water";"23";"Yuzu tea";"10";"Specialty Soda";"17";"Hot Chocolate";"6";"Still waterr";"13"
"MLI-04252";"Chicken Teriyaki Bowl";"26";"Sashimi Poke Bowl";"24";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"14";"Tofu Bowl";"19";"Salmon Aburi Bowl";"17";"Miso soup";"12";"Bone Broth soup";"11";"Coconut water";"16";"Sparkling water";"23";"Yuzu tea";"10";"Specialty Soda";"17";"Hot Chocolate";"6";"Still waterr";"13"
"MLI-04253";"Chicken Teriyaki Bowl";"26";"Sashimi Poke Bowl";"24";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"14";"Tofu Bowl";"19";"Salmon Aburi Bowl";"17";"Miso soup";"12";"Bone Broth soup";"11";"Coconut water";"16";"Sparkling water";"23";"Yuzu tea";"10";"Specialty Soda";"17";"Hot Chocolate";"6";"Still waterr";"13"
"MLI-04254";"Chicken Teriyaki Bowl";"26";"Sashimi Poke Bowl";"24";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"14";"Tofu Bowl";"19";"Salmon Aburi Bowl";"17";"Miso soup";"12";"Bone Broth soup";"11";"Coconut water";"16";"Sparkling water";"23";"Yuzu tea";"10";"Specialty Soda";"17";"Hot Chocolate";"6";"Still waterr";"13"
"MLI-04255";"Chicken Teriyaki Bowl";"26";"Sashimi Poke Bowl";"24";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"14";"Tofu Bowl";"19";"Salmon Aburi Bowl";"17";"Miso soup";"12";"Bone Broth soup";"11";"Coconut water";"16";"Sparkling water";"23";"Yuzu tea";"10";"Specialty Soda";"17";"Hot Chocolate";"6";"Still waterr";"13"
"MLI-04256";"Chicken Teriyaki Bowl";"26";"Sashimi Poke Bowl";"24";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"14";"Tofu Bowl";"19";"Salmon Aburi Bowl";"17";"Miso soup";"12";"Bone Broth soup";"11";"Coconut water";"16";"Sparkling water";"23";"Yuzu tea";"10";"Specialty Soda";"17";"Hot Chocolate";"6";"Still waterr";"13"
"MLI-04257";"Chicken Teriyaki Bowl";"26";"Sashimi Poke Bowl";"24";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"20";"Karaage Chicken Bowl";"14";"Tofu Bowl";"19";"Salmon Aburi Bowl";"17";"Miso soup";"12";"Bone Broth soup";"11";"Coconut water";"16";"Sparkling water";"23";"Yuzu tea";"10";"Specialty Soda";"17";"Hot Chocolate";"6";"Still waterr";"13"
