"_id";"date";"menu_id";"amount_sold"
"SAL-0007264";"2025-04-29";"MI-004";"11"
"SAL-0007265";"2025-04-29";"MI-005";"18"
"SAL-0007266";"2025-04-29";"MI-006";"7"
"SAL-0007267";"2025-04-29";"MI-007";"15"
"SAL-0007268";"2025-04-29";"MI-008";"11"
"SAL-0007269";"2025-04-29";"MI-009";"10"
"SAL-0007270";"2025-04-29";"MI-010";"8"
"SAL-0007271";"2025-04-29";"MI-011";"8"
"SAL-0007272";"2025-04-29";"MI-012";"1"
"SAL-0007273";"2025-04-29";"MI-013";"4"
"SAL-0007274";"2025-04-29";"MI-014";"6"
"SAL-0007275";"2025-04-29";"MI-015";"14"
"SAL-0007276";"2025-04-30";"MI-001";"19"
"SAL-0007277";"2025-04-30";"MI-002";"14"
"SAL-0007278";"2025-04-30";"MI-003";"11"
"SAL-0007279";"2025-04-30";"MI-004";"13"
"SAL-0007280";"2025-04-30";"MI-005";"14"
"SAL-0007281";"2025-04-30";"MI-006";"12"
"SAL-0007282";"2025-04-30";"MI-007";"14"
"SAL-0007283";"2025-04-30";"MI-008";"9"
"SAL-0007284";"2025-04-30";"MI-009";"6"
"SAL-0007285";"2025-04-30";"MI-010";"15"
"SAL-0007286";"2025-04-30";"MI-011";"9"
"SAL-0007287";"2025-04-30";"MI-012";"15"
"SAL-0007288";"2025-04-30";"MI-013";"6"
"SAL-0007289";"2025-04-30";"MI-014";"3"
"SAL-0007290";"2025-04-30";"MI-015";"12"
"SAL-0007291";"2025-05-01";"MI-001";"15"
"SAL-0007292";"2025-05-01";"MI-002";"15"
"SAL-0007293";"2025-05-01";"MI-003";"10"
"SAL-0007294";"2025-05-01";"MI-004";"15"
"SAL-0007295";"2025-05-01";"MI-005";"18"
"SAL-0007296";"2025-05-01";"MI-006";"12"
"SAL-0007297";"2025-05-01";"MI-007";"18"
"SAL-0007298";"2025-05-01";"MI-008";"3"
"SAL-0007299";"2025-05-01";"MI-009";"12"
"SAL-0007300";"2025-05-01";"MI-010";"8"
"SAL-0007301";"2025-05-01";"MI-011";"12"
"SAL-0007302";"2025-05-01";"MI-012";"14"
"SAL-0007303";"2025-05-01";"MI-013";"10"
"SAL-0007304";"2025-05-01";"MI-014";"8"
"SAL-0007305";"2025-05-01";"MI-015";"9"
"SAL-0007306";"2025-05-02";"MI-001";"26"
"SAL-0007307";"2025-05-02";"MI-002";"16"
"SAL-0007308";"2025-05-02";"MI-003";"27"
"SAL-0007309";"2025-05-02";"MI-004";"17"
"SAL-0007310";"2025-05-02";"MI-005";"21"
"SAL-0007311";"2025-05-02";"MI-006";"15"
"SAL-0007312";"2025-05-02";"MI-007";"24"
"SAL-0007313";"2025-05-02";"MI-008";"15"
"SAL-0007314";"2025-05-02";"MI-009";"15"
"SAL-0007315";"2025-05-02";"MI-010";"7"
"SAL-0007316";"2025-05-02";"MI-011";"17"
"SAL-0007317";"2025-05-02";"MI-012";"14"
"SAL-0007318";"2025-05-02";"MI-013";"18"
"SAL-0007319";"2025-05-02";"MI-014";"10"
"SAL-0007320";"2025-05-02";"MI-015";"18"
"SAL-0007321";"2025-05-03";"MI-001";"40"
"SAL-0007322";"2025-05-03";"MI-002";"26"
"SAL-0007323";"2025-05-03";"MI-003";"25"
"SAL-0007324";"2025-05-03";"MI-004";"35"
"SAL-0007325";"2025-05-03";"MI-005";"32"
"SAL-0007326";"2025-05-03";"MI-006";"31"
"SAL-0007327";"2025-05-03";"MI-007";"37"
"SAL-0007328";"2025-05-03";"MI-008";"18"
"SAL-0007329";"2025-05-03";"MI-009";"23"
"SAL-0007330";"2025-05-03";"MI-010";"20"
"SAL-0007331";"2025-05-03";"MI-011";"13"
"SAL-0007332";"2025-05-03";"MI-012";"22"
"SAL-0007333";"2025-05-03";"MI-013";"11"
"SAL-0007334";"2025-05-03";"MI-014";"15"
"SAL-0007335";"2025-05-03";"MI-015";"21"
"SAL-0007336";"2025-05-04";"MI-001";"33"
"SAL-0007337";"2025-05-04";"MI-002";"19"
"SAL-0007338";"2025-05-04";"MI-003";"32"
"SAL-0007339";"2025-05-04";"MI-004";"17"
"SAL-0007340";"2025-05-04";"MI-005";"35"
"SAL-0007341";"2025-05-04";"MI-006";"21"
"SAL-0007342";"2025-05-04";"MI-007";"20"
"SAL-0007343";"2025-05-04";"MI-008";"15"
"SAL-0007344";"2025-05-04";"MI-009";"14"
"SAL-0007345";"2025-05-04";"MI-010";"14"
"SAL-0007346";"2025-05-04";"MI-011";"9"
"SAL-0007347";"2025-05-04";"MI-012";"8"
"SAL-0007348";"2025-05-04";"MI-013";"7"
"SAL-0007349";"2025-05-04";"MI-014";"10"
"SAL-0007350";"2025-05-04";"MI-015";"8"
"SAL-0007351";"2025-05-05";"MI-001";"21"
"SAL-0007352";"2025-05-05";"MI-002";"14"
"SAL-0007353";"2025-05-05";"MI-003";"17"
"SAL-0007354";"2025-05-05";"MI-004";"13"
"SAL-0007355";"2025-05-05";"MI-005";"23"
"SAL-0007356";"2025-05-05";"MI-006";"11"
"SAL-0007357";"2025-05-05";"MI-007";"7"
"SAL-0007358";"2025-05-05";"MI-008";"12"
"SAL-0007359";"2025-05-05";"MI-009";"6"
"SAL-0007360";"2025-05-05";"MI-010";"10"
"SAL-0007361";"2025-05-05";"MI-011";"8"
"SAL-0007362";"2025-05-05";"MI-012";"5"
"SAL-0007363";"2025-05-05";"MI-013";"9"
"SAL-0007364";"2025-05-05";"MI-014";"6"
"SAL-0007365";"2025-05-05";"MI-015";"5"
"SAL-0007366";"2025-05-06";"MI-001";"17"
"SAL-0007367";"2025-05-06";"MI-002";"18"
"SAL-0007368";"2025-05-06";"MI-003";"22"
"SAL-0007369";"2025-05-06";"MI-004";"12"
"SAL-0007370";"2025-05-06";"MI-005";"9"
"SAL-0007371";"2025-05-06";"MI-006";"5"
"SAL-0007372";"2025-05-06";"MI-007";"13"
"SAL-0007373";"2025-05-06";"MI-008";"7"
"SAL-0007374";"2025-05-06";"MI-009";"5"
"SAL-0007375";"2025-05-06";"MI-010";"10"
"SAL-0007376";"2025-05-06";"MI-011";"9"
"SAL-0007377";"2025-05-06";"MI-012";"8"
"SAL-0007378";"2025-05-06";"MI-013";"9"
"SAL-0007379";"2025-05-06";"MI-014";"4"
"SAL-0007380";"2025-05-06";"MI-015";"9"
"SAL-0007381";"2025-05-07";"MI-001";"23"
"SAL-0007382";"2025-05-07";"MI-002";"11"
"SAL-0007383";"2025-05-07";"MI-003";"19"
"SAL-0007384";"2025-05-07";"MI-004";"8"
"SAL-0007385";"2025-05-07";"MI-005";"18"
"SAL-0007386";"2025-05-07";"MI-006";"16"
"SAL-0007387";"2025-05-07";"MI-007";"24"
"SAL-0007388";"2025-05-07";"MI-008";"9"
"SAL-0007389";"2025-05-07";"MI-009";"10"
"SAL-0007390";"2025-05-07";"MI-010";"7"
"SAL-0007391";"2025-05-07";"MI-011";"16"
"SAL-0007392";"2025-05-07";"MI-012";"4"
"SAL-0007393";"2025-05-07";"MI-013";"13"
"SAL-0007394";"2025-05-07";"MI-014";"3"
"SAL-0007395";"2025-05-07";"MI-015";"12"
"SAL-0007396";"2025-05-08";"MI-001";"18"
"SAL-0007397";"2025-05-08";"MI-002";"18"
"SAL-0007398";"2025-05-08";"MI-003";"24"
"SAL-0007399";"2025-05-08";"MI-004";"12"
"SAL-0007400";"2025-05-08";"MI-005";"18"
"SAL-0007401";"2025-05-08";"MI-006";"11"
"SAL-0007402";"2025-05-08";"MI-007";"12"
"SAL-0007403";"2025-05-08";"MI-008";"9"
"SAL-0007404";"2025-05-08";"MI-009";"7"
"SAL-0007405";"2025-05-08";"MI-010";"8"
"SAL-0007406";"2025-05-08";"MI-011";"4"
"SAL-0007407";"2025-05-08";"MI-012";"10"
"SAL-0007408";"2025-05-08";"MI-013";"2"
"SAL-0007409";"2025-05-08";"MI-014";"9"
"SAL-0007410";"2025-05-08";"MI-015";"8"
"SAL-0007411";"2025-05-09";"MI-001";"32"
"SAL-0007412";"2025-05-09";"MI-002";"13"
"SAL-0007413";"2025-05-09";"MI-003";"9"
"SAL-0007414";"2025-05-09";"MI-004";"14"
"SAL-0007415";"2025-05-09";"MI-005";"17"
"SAL-0007416";"2025-05-09";"MI-006";"15"
"SAL-0007417";"2025-05-09";"MI-007";"12"
"SAL-0007418";"2025-05-09";"MI-008";"10"
"SAL-0007419";"2025-05-09";"MI-009";"5"
"SAL-0007420";"2025-05-09";"MI-010";"3"
"SAL-0007421";"2025-05-09";"MI-011";"12"
"SAL-0007422";"2025-05-09";"MI-012";"6"
"SAL-0007423";"2025-05-09";"MI-013";"8"
"SAL-0007424";"2025-05-09";"MI-014";"7"
"SAL-0007425";"2025-05-09";"MI-015";"10"
"SAL-0007426";"2025-05-10";"MI-001";"28"
"SAL-0007427";"2025-05-10";"MI-002";"19"
"SAL-0007428";"2025-05-10";"MI-003";"25"
"SAL-0007429";"2025-05-10";"MI-004";"21"
"SAL-0007430";"2025-05-10";"MI-005";"30"
"SAL-0007431";"2025-05-10";"MI-006";"24"
"SAL-0007432";"2025-05-10";"MI-007";"26"
"SAL-0007433";"2025-05-10";"MI-008";"20"
"SAL-0007434";"2025-05-10";"MI-009";"15"
"SAL-0007435";"2025-05-10";"MI-010";"19"
"SAL-0007436";"2025-05-10";"MI-011";"13"
"SAL-0007437";"2025-05-10";"MI-012";"19"
"SAL-0007438";"2025-05-10";"MI-013";"21"
"SAL-0007439";"2025-05-10";"MI-014";"12"
"SAL-0007440";"2025-05-10";"MI-015";"19"
"SAL-0007441";"2025-05-11";"MI-001";"27"
"SAL-0007442";"2025-05-11";"MI-002";"20"
"SAL-0007443";"2025-05-11";"MI-003";"26"
"SAL-0007444";"2025-05-11";"MI-004";"21"
"SAL-0007445";"2025-05-11";"MI-005";"23"
"SAL-0007446";"2025-05-11";"MI-006";"21"
"SAL-0007447";"2025-05-11";"MI-007";"25"
"SAL-0007448";"2025-05-11";"MI-008";"18"
"SAL-0007449";"2025-05-11";"MI-009";"12"
"SAL-0007450";"2025-05-11";"MI-010";"17"
"SAL-0007451";"2025-05-11";"MI-011";"22"
"SAL-0007452";"2025-05-11";"MI-012";"16"
"SAL-0007453";"2025-05-11";"MI-013";"8"
"SAL-0007454";"2025-05-11";"MI-014";"11"
"SAL-0007455";"2025-05-11";"MI-015";"10"
"SAL-0007456";"2025-05-12";"MI-001";"15"
"SAL-0007457";"2025-05-12";"MI-002";"11"
"SAL-0007458";"2025-05-12";"MI-003";"9"
"SAL-0007459";"2025-05-12";"MI-004";"14"
"SAL-0007460";"2025-05-12";"MI-005";"14"
"SAL-0007461";"2025-05-12";"MI-006";"12"
"SAL-0007462";"2025-05-12";"MI-007";"14"
"SAL-0007463";"2025-05-12";"MI-008";"8"
"SAL-0007464";"2025-05-12";"MI-009";"3"
"SAL-0007465";"2025-05-12";"MI-010";"1"
"SAL-0007466";"2025-05-12";"MI-011";"8"
"SAL-0007467";"2025-05-12";"MI-012";"6"
"SAL-0007468";"2025-05-12";"MI-013";"5"
"SAL-0007469";"2025-05-12";"MI-014";"6"
"SAL-0007470";"2025-05-12";"MI-015";"4"
"SAL-0007471";"2025-05-13";"MI-001";"22"
"SAL-0007472";"2025-05-13";"MI-002";"29"
"SAL-0007473";"2025-05-13";"MI-003";"11"
"SAL-0007474";"2025-05-13";"MI-004";"16"
"SAL-0007475";"2025-05-13";"MI-005";"18"
"SAL-0007476";"2025-05-13";"MI-006";"8"
"SAL-0007477";"2025-05-13";"MI-007";"18"
"SAL-0007478";"2025-05-13";"MI-008";"17"
"SAL-0007479";"2025-05-13";"MI-009";"11"
"SAL-0007480";"2025-05-13";"MI-010";"8"
"SAL-0007481";"2025-05-13";"MI-011";"5"
"SAL-0007482";"2025-05-13";"MI-012";"16"
"SAL-0007483";"2025-05-13";"MI-013";"9"
"SAL-0007484";"2025-05-13";"MI-014";"10"
"SAL-0007485";"2025-05-13";"MI-015";"11"
"SAL-0007486";"2025-05-14";"MI-001";"32"
"SAL-0007487";"2025-05-14";"MI-002";"15"
"SAL-0007488";"2025-05-14";"MI-003";"29"
"SAL-0007489";"2025-05-14";"MI-004";"16"
"SAL-0007490";"2025-05-14";"MI-005";"28"
"SAL-0007491";"2025-05-14";"MI-006";"12"
"SAL-0007492";"2025-05-14";"MI-007";"9"
"SAL-0007493";"2025-05-14";"MI-008";"11"
"SAL-0007494";"2025-05-14";"MI-009";"7"
"SAL-0007495";"2025-05-14";"MI-010";"4"
"SAL-0007496";"2025-05-14";"MI-011";"11"
"SAL-0007497";"2025-05-14";"MI-012";"9"
"SAL-0007498";"2025-05-14";"MI-013";"7"
"SAL-0007499";"2025-05-14";"MI-014";"5"
"SAL-0007500";"2025-05-14";"MI-015";"7"
"SAL-0007501";"2025-05-15";"MI-001";"25"
"SAL-0007502";"2025-05-15";"MI-002";"16"
"SAL-0007503";"2025-05-15";"MI-003";"18"
"SAL-0007504";"2025-05-15";"MI-004";"14"
"SAL-0007505";"2025-05-15";"MI-005";"17"
"SAL-0007506";"2025-05-15";"MI-006";"12"
"SAL-0007507";"2025-05-15";"MI-007";"16"
"SAL-0007508";"2025-05-15";"MI-008";"8"
"SAL-0007509";"2025-05-15";"MI-009";"9"
"SAL-0007510";"2025-05-15";"MI-010";"9"
"SAL-0007511";"2025-05-15";"MI-011";"9"
"SAL-0007512";"2025-05-15";"MI-012";"5"
"SAL-0007513";"2025-05-15";"MI-013";"6"
"SAL-0007514";"2025-05-15";"MI-014";"7"
"SAL-0007515";"2025-05-15";"MI-015";"10"
"SAL-0007516";"2025-05-16";"MI-001";"21"
"SAL-0007517";"2025-05-16";"MI-002";"24"
"SAL-0007518";"2025-05-16";"MI-003";"24"
"SAL-0007519";"2025-05-16";"MI-004";"14"
"SAL-0007520";"2025-05-16";"MI-005";"30"
"SAL-0007521";"2025-05-16";"MI-006";"14"
"SAL-0007522";"2025-05-16";"MI-007";"15"
"SAL-0007523";"2025-05-16";"MI-008";"5"
"SAL-0007524";"2025-05-16";"MI-009";"7"
"SAL-0007525";"2025-05-16";"MI-010";"13"
"SAL-0007526";"2025-05-16";"MI-011";"11"
"SAL-0007527";"2025-05-16";"MI-012";"8"
"SAL-0007528";"2025-05-16";"MI-013";"11"
"SAL-0007529";"2025-05-16";"MI-014";"9"
"SAL-0007530";"2025-05-16";"MI-015";"15"
"SAL-0007531";"2025-05-17";"MI-001";"42"
"SAL-0007532";"2025-05-17";"MI-002";"37"
"SAL-0007533";"2025-05-17";"MI-003";"30"
"SAL-0007534";"2025-05-17";"MI-004";"28"
"SAL-0007535";"2025-05-17";"MI-005";"43"
"SAL-0007536";"2025-05-17";"MI-006";"26"
"SAL-0007537";"2025-05-17";"MI-007";"22"
"SAL-0007538";"2025-05-17";"MI-008";"24"
"SAL-0007539";"2025-05-17";"MI-009";"20"
"SAL-0007540";"2025-05-17";"MI-010";"14"
"SAL-0007541";"2025-05-17";"MI-011";"25"
"SAL-0007542";"2025-05-17";"MI-012";"24"
"SAL-0007543";"2025-05-17";"MI-013";"19"
"SAL-0007544";"2025-05-17";"MI-014";"21"
"SAL-0007545";"2025-05-17";"MI-015";"18"
"SAL-0007546";"2025-05-18";"MI-001";"27"
"SAL-0007547";"2025-05-18";"MI-002";"16"
"SAL-0007548";"2025-05-18";"MI-003";"17"
"SAL-0007549";"2025-05-18";"MI-004";"13"
"SAL-0007550";"2025-05-18";"MI-005";"34"
"SAL-0007551";"2025-05-18";"MI-006";"24"
"SAL-0007552";"2025-05-18";"MI-007";"25"
"SAL-0007553";"2025-05-18";"MI-008";"13"
"SAL-0007554";"2025-05-18";"MI-009";"8"
"SAL-0007555";"2025-05-18";"MI-010";"15"
"SAL-0007556";"2025-05-18";"MI-011";"11"
"SAL-0007557";"2025-05-18";"MI-012";"10"
"SAL-0007558";"2025-05-18";"MI-013";"7"
"SAL-0007559";"2025-05-18";"MI-014";"7"
"SAL-0007560";"2025-05-18";"MI-015";"10"
"SAL-0007561";"2025-05-19";"MI-001";"27"
"SAL-0007562";"2025-05-19";"MI-002";"15"
"SAL-0007563";"2025-05-19";"MI-003";"17"
"SAL-0007564";"2025-05-19";"MI-004";"9"
"SAL-0007565";"2025-05-19";"MI-005";"27"
"SAL-0007566";"2025-05-19";"MI-006";"13"
"SAL-0007567";"2025-05-19";"MI-007";"24"
"SAL-0007568";"2025-05-19";"MI-008";"13"
"SAL-0007569";"2025-05-19";"MI-009";"12"
"SAL-0007570";"2025-05-19";"MI-010";"9"
"SAL-0007571";"2025-05-19";"MI-011";"15"
"SAL-0007572";"2025-05-19";"MI-012";"5"
"SAL-0007573";"2025-05-19";"MI-013";"12"
"SAL-0007574";"2025-05-19";"MI-014";"8"
"SAL-0007575";"2025-05-19";"MI-015";"5"
"SAL-0007576";"2025-05-20";"MI-001";"14"
"SAL-0007577";"2025-05-20";"MI-002";"10"
"SAL-0007578";"2025-05-20";"MI-003";"13"
"SAL-0007579";"2025-05-20";"MI-004";"4"
"SAL-0007580";"2025-05-20";"MI-005";"28"
"SAL-0007581";"2025-05-20";"MI-006";"15"
"SAL-0007582";"2025-05-20";"MI-007";"6"
"SAL-0007583";"2025-05-20";"MI-008";"8"
"SAL-0007584";"2025-05-20";"MI-009";"7"
"SAL-0007585";"2025-05-20";"MI-010";"9"
"SAL-0007586";"2025-05-20";"MI-011";"13"
"SAL-0007587";"2025-05-20";"MI-012";"12"
"SAL-0007588";"2025-05-20";"MI-013";"14"
"SAL-0007589";"2025-05-20";"MI-014";"10"
"SAL-0007590";"2025-05-20";"MI-015";"7"
"SAL-0007591";"2025-05-21";"MI-001";"20"
"SAL-0007592";"2025-05-21";"MI-002";"16"
"SAL-0007593";"2025-05-21";"MI-003";"15"
"SAL-0007594";"2025-05-21";"MI-004";"12"
"SAL-0007595";"2025-05-21";"MI-005";"18"
"SAL-0007596";"2025-05-21";"MI-006";"9"
"SAL-0007597";"2025-05-21";"MI-007";"22"
"SAL-0007598";"2025-05-21";"MI-008";"5"
"SAL-0007599";"2025-05-21";"MI-009";"6"
"SAL-0007600";"2025-05-21";"MI-010";"3"
"SAL-0007601";"2025-05-21";"MI-011";"10"
"SAL-0007602";"2025-05-21";"MI-012";"8"
"SAL-0007603";"2025-05-21";"MI-013";"4"
"SAL-0007604";"2025-05-21";"MI-014";"7"
"SAL-0007605";"2025-05-21";"MI-015";"10"
"SAL-0007606";"2025-05-22";"MI-001";"20"
"SAL-0007607";"2025-05-22";"MI-002";"18"
"SAL-0007608";"2025-05-22";"MI-003";"16"
"SAL-0007609";"2025-05-22";"MI-004";"18"
"SAL-0007610";"2025-05-22";"MI-005";"18"
"SAL-0007611";"2025-05-22";"MI-006";"18"
"SAL-0007612";"2025-05-22";"MI-007";"17"
"SAL-0007613";"2025-05-22";"MI-008";"10"
"SAL-0007614";"2025-05-22";"MI-009";"6"
"SAL-0007615";"2025-05-22";"MI-010";"10"
"SAL-0007616";"2025-05-22";"MI-011";"14"
"SAL-0007617";"2025-05-22";"MI-012";"10"
"SAL-0007618";"2025-05-22";"MI-013";"6"
"SAL-0007619";"2025-05-22";"MI-014";"11"
"SAL-0007620";"2025-05-22";"MI-015";"12"
"SAL-0007621";"2025-05-23";"MI-001";"21"
"SAL-0007622";"2025-05-23";"MI-002";"19"
"SAL-0007623";"2025-05-23";"MI-003";"23"
"SAL-0007624";"2025-05-23";"MI-004";"8"
"SAL-0007625";"2025-05-23";"MI-005";"18"
"SAL-0007626";"2025-05-23";"MI-006";"12"
"SAL-0007627";"2025-05-23";"MI-007";"24"
"SAL-0007628";"2025-05-23";"MI-008";"9"
"SAL-0007629";"2025-05-23";"MI-009";"1"
"SAL-0007630";"2025-05-23";"MI-010";"6"
"SAL-0007631";"2025-05-23";"MI-011";"9"
"SAL-0007632";"2025-05-23";"MI-012";"9"
"SAL-0007633";"2025-05-23";"MI-013";"9"
"SAL-0007634";"2025-05-23";"MI-014";"11"
"SAL-0007635";"2025-05-23";"MI-015";"11"
"SAL-0007636";"2025-05-24";"MI-001";"40"
"SAL-0007637";"2025-05-24";"MI-002";"23"
"SAL-0007638";"2025-05-24";"MI-003";"25"
"SAL-0007639";"2025-05-24";"MI-004";"22"
"SAL-0007640";"2025-05-24";"MI-005";"34"
"SAL-0007641";"2025-05-24";"MI-006";"27"
"SAL-0007642";"2025-05-24";"MI-007";"21"
"SAL-0007643";"2025-05-24";"MI-008";"18"
"SAL-0007644";"2025-05-24";"MI-009";"16"
"SAL-0007645";"2025-05-24";"MI-010";"10"
"SAL-0007646";"2025-05-24";"MI-011";"26"
"SAL-0007647";"2025-05-24";"MI-012";"13"
"SAL-0007648";"2025-05-24";"MI-013";"13"
"SAL-0007649";"2025-05-24";"MI-014";"12"
"SAL-0007650";"2025-05-24";"MI-015";"15"
"SAL-0007651";"2025-05-25";"MI-001";"21"
"SAL-0007652";"2025-05-25";"MI-002";"20"
"SAL-0007653";"2025-05-25";"MI-003";"17"
"SAL-0007654";"2025-05-25";"MI-004";"18"
"SAL-0007655";"2025-05-25";"MI-005";"28"
"SAL-0007656";"2025-05-25";"MI-006";"13"
"SAL-0007657";"2025-05-25";"MI-007";"30"
"SAL-0007658";"2025-05-25";"MI-008";"19"
"SAL-0007659";"2025-05-25";"MI-009";"10"
"SAL-0007660";"2025-05-25";"MI-010";"13"
"SAL-0007661";"2025-05-25";"MI-011";"7"
"SAL-0007662";"2025-05-25";"MI-012";"10"
"SAL-0007663";"2025-05-25";"MI-013";"5"
"SAL-0007664";"2025-05-25";"MI-014";"17"
"SAL-0007665";"2025-05-25";"MI-015";"5"
"SAL-0007666";"2025-05-26";"MI-001";"16"
"SAL-0007667";"2025-05-26";"MI-002";"14"
"SAL-0007668";"2025-05-26";"MI-003";"15"
"SAL-0007669";"2025-05-26";"MI-004";"12"
"SAL-0007670";"2025-05-26";"MI-005";"19"
"SAL-0007671";"2025-05-26";"MI-006";"4"
"SAL-0007672";"2025-05-26";"MI-007";"12"
"SAL-0007673";"2025-05-26";"MI-008";"5"
"SAL-0007674";"2025-05-26";"MI-009";"6"
"SAL-0007675";"2025-05-26";"MI-010";"2"
"SAL-0007676";"2025-05-26";"MI-011";"3"
"SAL-0007677";"2025-05-26";"MI-012";"2"
"SAL-0007678";"2025-05-26";"MI-013";"6"
"SAL-0007679";"2025-05-26";"MI-014";"6"
"SAL-0007680";"2025-05-26";"MI-015";"5"
"SAL-0007681";"2025-05-27";"MI-001";"21"
"SAL-0007682";"2025-05-27";"MI-002";"14"
"SAL-0007683";"2025-05-27";"MI-003";"28"
"SAL-0007684";"2025-05-27";"MI-004";"12"
"SAL-0007685";"2025-05-27";"MI-005";"17"
"SAL-0007686";"2025-05-27";"MI-006";"4"
"SAL-0007687";"2025-05-27";"MI-007";"13"
"SAL-0007688";"2025-05-27";"MI-008";"12"
"SAL-0007689";"2025-05-27";"MI-009";"11"
"SAL-0007690";"2025-05-27";"MI-010";"9"
"SAL-0007691";"2025-05-27";"MI-011";"10"
"SAL-0007692";"2025-05-27";"MI-012";"11"
"SAL-0007693";"2025-05-27";"MI-013";"9"
"SAL-0007694";"2025-05-27";"MI-014";"7"
"SAL-0007695";"2025-05-27";"MI-015";"7"
"SAL-0007696";"2025-05-28";"MI-001";"22"
"SAL-0007697";"2025-05-28";"MI-002";"15"
"SAL-0007698";"2025-05-28";"MI-003";"18"
"SAL-0007699";"2025-05-28";"MI-004";"13"
"SAL-0007700";"2025-05-28";"MI-005";"15"
"SAL-0007701";"2025-05-28";"MI-006";"12"
"SAL-0007702";"2025-05-28";"MI-007";"15"
"SAL-0007703";"2025-05-28";"MI-008";"10"
"SAL-0007704";"2025-05-28";"MI-009";"10"
"SAL-0007705";"2025-05-28";"MI-010";"9"
"SAL-0007706";"2025-05-28";"MI-011";"7"
"SAL-0007707";"2025-05-28";"MI-012";"8"
"SAL-0007708";"2025-05-28";"MI-013";"6"
"SAL-0007709";"2025-05-28";"MI-014";"13"
"SAL-0007710";"2025-05-28";"MI-015";"8"
"SAL-0007711";"2025-05-29";"MI-001";"21"
"SAL-0007712";"2025-05-29";"MI-002";"17"
"SAL-0007713";"2025-05-29";"MI-003";"21"
"SAL-0007714";"2025-05-29";"MI-004";"21"
"SAL-0007715";"2025-05-29";"MI-005";"16"
"SAL-0007716";"2025-05-29";"MI-006";"14"
"SAL-0007717";"2025-05-29";"MI-007";"16"
"SAL-0007718";"2025-05-29";"MI-008";"17"
"SAL-0007719";"2025-05-29";"MI-009";"6"
"SAL-0007720";"2025-05-29";"MI-010";"10"
"SAL-0007721";"2025-05-29";"MI-011";"12"
"SAL-0007722";"2025-05-29";"MI-012";"14"
"SAL-0007723";"2025-05-29";"MI-013";"10"
"SAL-0007724";"2025-05-29";"MI-014";"7"
"SAL-0007725";"2025-05-29";"MI-015";"2"
"SAL-0007726";"2025-05-30";"MI-001";"29"
"SAL-0007727";"2025-05-30";"MI-002";"18"
"SAL-0007728";"2025-05-30";"MI-003";"16"
"SAL-0007729";"2025-05-30";"MI-004";"14"
"SAL-0007730";"2025-05-30";"MI-005";"24"
"SAL-0007731";"2025-05-30";"MI-006";"16"
"SAL-0007732";"2025-05-30";"MI-007";"14"
"SAL-0007733";"2025-05-30";"MI-008";"7"
"SAL-0007734";"2025-05-30";"MI-009";"14"
"SAL-0007735";"2025-05-30";"MI-010";"14"
"SAL-0007736";"2025-05-30";"MI-011";"13"
"SAL-0007737";"2025-05-30";"MI-012";"12"
"SAL-0007738";"2025-05-30";"MI-013";"8"
"SAL-0007739";"2025-05-30";"MI-014";"2"
"SAL-0007740";"2025-05-30";"MI-015";"11"
"SAL-0007741";"2025-05-31";"MI-001";"33"
"SAL-0007742";"2025-05-31";"MI-002";"34"
"SAL-0007743";"2025-05-31";"MI-003";"26"
"SAL-0007744";"2025-05-31";"MI-004";"22"
"SAL-0007745";"2025-05-31";"MI-005";"35"
"SAL-0007746";"2025-05-31";"MI-006";"21"
"SAL-0007747";"2025-05-31";"MI-007";"19"
"SAL-0007748";"2025-05-31";"MI-008";"19"
"SAL-0007749";"2025-05-31";"MI-009";"13"
"SAL-0007750";"2025-05-31";"MI-010";"15"
"SAL-0007751";"2025-05-31";"MI-011";"13"
"SAL-0007752";"2025-05-31";"MI-012";"14"
"SAL-0007753";"2025-05-31";"MI-013";"21"
"SAL-0007754";"2025-05-31";"MI-014";"9"
"SAL-0007755";"2025-05-31";"MI-015";"7"
"SAL-0007756";"2025-06-01";"MI-001";"36"
"SAL-0007757";"2025-06-01";"MI-002";"28"
"SAL-0007758";"2025-06-01";"MI-003";"27"
"SAL-0007759";"2025-06-01";"MI-004";"10"
"SAL-0007760";"2025-06-01";"MI-005";"25"
"SAL-0007761";"2025-06-01";"MI-006";"18"
"SAL-0007762";"2025-06-01";"MI-007";"19"
"SAL-0007763";"2025-06-01";"MI-008";"23"
"SAL-0007764";"2025-06-01";"MI-009";"16"
"SAL-0007765";"2025-06-01";"MI-010";"9"
"SAL-0007766";"2025-06-01";"MI-011";"18"
"SAL-0007767";"2025-06-01";"MI-012";"13"
"SAL-0007768";"2025-06-01";"MI-013";"12"
"SAL-0007769";"2025-06-01";"MI-014";"10"
"SAL-0007770";"2025-06-01";"MI-015";"18"
"SAL-0007771";"2025-06-02";"MI-001";"11"
"SAL-0007772";"2025-06-02";"MI-002";"14"
"SAL-0007773";"2025-06-02";"MI-003";"15"
"SAL-0007774";"2025-06-02";"MI-004";"12"
"SAL-0007775";"2025-06-02";"MI-005";"18"
"SAL-0007776";"2025-06-02";"MI-006";"8"
"SAL-0007777";"2025-06-02";"MI-007";"18"
"SAL-0007778";"2025-06-02";"MI-008";"8"
"SAL-0007779";"2025-06-02";"MI-009";"8"
"SAL-0007780";"2025-06-02";"MI-010";"6"
